DrugName,CID,ConnectivitySMILES,MolecularWeight,XLogP,TPSA,HBondDonorCount,HBondAcceptorCount,RotatableBondCount
Mitotane,4211,C1=CC=C(C(=C1)C(C2=CC=C(C=C2)Cl)C(Cl)Cl)Cl,320.0,6.2,0.0,0,0,3
Trandolaprilat,5464097,CC(C(=O)N1C2CCCCC2CC1C(=O)O)NC(CCC3=CC=CC=C3)C(=O)O,402.5,1.2,107.0,3,6,8
Dihydroergocristine,107715,CC(C)C1(C(=O)N2C(C(=O)N3CCCC3C2(O1)O)CC4=CC=CC=C4)NC(=O)C5CC6C(CC7=CNC8=CC=CC6=C78)N(C5)C,611.7,3.3,118.0,3,6,5
Rucaparib,9931954,CNCC1=CC=C(C=C1)C2=C3CCNC(=O)C4=C3C(=CC(=C4)F)N2,323.4,2.5,56.9,3,3,3
Succinylcholine,5314,C[N+](C)(C)CCOC(=O)CCC(=O)OCC[N+](C)(C)C,290.40,0.6,52.6,0,4,11
Oxybuprocaine,4633,CCCCOC1=C(C=CC(=C1)C(=O)OCCN(CC)CC)N,308.4,3.1,64.8,1,5,11
Clozapine,135398737,CN1CCN(CC1)C2=NC3=C(C=CC(=C3)Cl)NC4=CC=CC=C42,326.8,3.1,30.9,1,3,1
Daunorubicin,30323,CC1C(C(CC(O1)OC2CC(CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)C)O)N)O,527.5,1.8,186.0,5,11,4
Nordazepam,2997,C1C(=O)NC2=C(C=C(C=C2)Cl)C(=N1)C3=CC=CC=C3,270.71,2.9,41.5,1,2,1
Guanethidine,3518,C1CCCN(CCC1)CCN=C(N)N,198.31,0.5,67.6,2,2,3
Selenium,6326970,[Se],78.97,,0.0,0,0,0
Fluconazole,3365,C1=CC(=C(C=C1F)F)C(CN2C=NC=N2)(CN3C=NC=N3)O,306.27,0.4,81.7,1,7,5
Benzoctamine,28425,CNCC12CCC(C3=CC=CC=C31)C4=CC=CC=C24,249.3,3.7,12.0,1,1,2
1-(2-Phenylethyl)-4-phenyl-4-acetoxypiperidine,60977,CC(=O)OC1(CCN(CC1)CCC2=CC=CC=C2)C3=CC=CC=C3,323.4,3.9,29.5,0,3,6
Ethyl chloride,6337,CCCl,64.51,1.2,0.0,0,0,0
Norfloxacin,4539,CCN1C=C(C(=O)C2=CC(=C(C=C21)N3CCNCC3)F)C(=O)O,319.33,-1,72.9,2,7,3
Meprobamate,4064,CCCC(C)(COC(=O)N)COC(=O)N,218.25,0.7,105.0,2,4,8
Dexamethasone acetate,236702,CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)COC(=O)C)O)C)O)F)C,434.5,2.8,101.0,2,7,4
Entacapone,5281081,CCN(CC)C(=O)C(=CC1=CC(=C(C(=C1)O)O)[N+](=O)[O-])C#N,305.29,2.1,130.0,2,6,4
Celiprolol,2663,CCN(CC)C(=O)NC1=CC(=C(C=C1)OCC(CNC(C)(C)C)O)C(=O)C,379.5,1.9,90.9,3,5,10
Metrifonate,5853,COP(=O)(C(C(Cl)(Cl)Cl)O)OC,257.43,0.5,55.8,1,4,3
Phylloquinone,5284607,CC1=C(C(=O)C2=CC=CC=C2C1=O)CC=C(C)CCCC(C)CCCC(C)CCCC(C)C,450.7,10.9,34.1,0,2,14
Florbetaben F-18,11501341,CNC1=CC=C(C=C1)C=CC2=CC=C(C=C2)OCCOCCOCCF,358.4,4.2,39.7,1,5,12
Etizolam,3307,CCC1=CC2=C(S1)N3C(=NN=C3CN=C2C4=CC=CC=C4Cl)C,342.8,2.6,71.3,0,4,2
Spirapril,5311447,CCOC(=O)C(CCC1=CC=CC=C1)NC(C)C(=O)N2CC3(CC2C(=O)O)SCCS3,466.6,0.9,147.0,2,8,10
Acepromazine,6077,CC(=O)C1=CC2=C(C=C1)SC3=CC=CC=C3N2CCCN(C)C,326.5,4.2,48.9,0,4,5
Lenalidomide,216326,C1CC(=O)NC(=O)C1N2CC3=C(C2=O)C=CC=C3N,259.26,-0.5,92.5,2,4,1
Tolcapone,4659569,CC1=CC=C(C=C1)C(=O)C2=CC(=C(C(=C2)O)O)[N+](=O)[O-],273.24,3.3,103.0,2,5,2
Timolol,33624,CC(C)(C)NCC(COC1=NSN=C1N2CCOCC2)O,316.42,1.8,108.0,2,8,7
Dasabuvir,56640146,CC(C)(C)C1=CC(=CC(=C1OC)C2=CC3=C(C=C2)C=C(C=C3)NS(=O)(=O)C)N4C=CC(=O)NC4=O,493.6,4.3,113.0,2,6,6
Piperidolate,4839,CCN1CCCC(C1)OC(=O)C(C2=CC=CC=C2)C3=CC=CC=C3,323.4,4.4,29.5,0,3,6
Triazolam,5556,CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4Cl,343.2,2.4,43.1,0,3,1
Torasemide,41781,CC1=CC(=CC=C1)NC2=C(C=NC=C2)S(=O)(=O)NC(=O)NC(C)C,348.4,2.7,109.0,3,5,5
Tobramycin,36294,C1C(C(C(C(C1N)OC2C(C(C(C(O2)CO)O)N)O)O)OC3C(CC(C(O3)CN)O)N)N,467.5,-6.2,268.0,10,14,6
Pirlindole,68802,CC1=CC2=C(C=C1)N3CCNC4C3=C2CCC4,226.32,2.3,17.0,1,1,0
Phenprocoumon,54680692,CCC(C1=CC=CC=C1)C2=C(C3=CC=CC=C3OC2=O)O,280.3,3.6,46.5,1,3,3
Pindolol,4828,CC(C)NCC(COC1=CC=CC2=C1C=CN2)O,248.32,1.8,57.3,3,3,6
Bitolterol,35330,CC1=CC=C(C=C1)C(=O)OC2=C(C=C(C=C2)C(CNC(C)(C)C)O)OC(=O)C3=CC=C(C=C3)C,461.5,5.2,84.9,2,6,10
Carbamazepine,2554,C1=CC=C2C(=C1)C=CC3=CC=CC=C3N2C(=O)N,236.27,2.5,46.3,1,1,0
Sulfasalazine,5339,C1=CC=NC(=C1)NS(=O)(=O)C2=CC=C(C=C2)N=NC3=CC(=C(C=C3)O)C(=O)O,398.4,-0.7,150.0,3,9,6
Udenafil,135413547,CCCC1=NN(C2=C1N=C(NC2=O)C3=C(C=CC(=C3)S(=O)(=O)NCCC4CCCN4C)OCCC)C,516.7,3,126.0,2,8,11
Aluminium glycinate,73415751,C(C(=O)[O-])N.O.[OH-].[OH-].[Al+3],153.07,,69.2,4,6,0
Nialamide,4472,C1=CC=C(C=C1)CNC(=O)CCNNC(=O)C2=CC=NC=C2,298.34,0.9,83.1,3,4,7
Bevantolol,2372,CC1=CC(=CC=C1)OCC(CNCCC2=CC(=C(C=C2)OC)OC)O,345.4,3,60.0,2,5,10
Octamoxin,20811,CCCCCCC(C)NN,144.26,2.4,38.1,2,2,6
Midodrine,4195,COC1=CC(=C(C=C1)OC)C(CNC(=O)CN)O,254.28,-0.6,93.8,3,5,6
Piracetam,4843,C1CC(=O)N(C1)CC(=O)N,142.16,-1.3,63.4,1,2,2
Tenidap,60712,C1=CSC(=C1)C(=O)C2=C(N(C3=C2C=C(C=C3)Cl)C(=O)N)O,320.8,3.8,114.0,2,4,2
Patent Blue,77074,CCN(CC)C1=CC=C(C=C1)C(=C2C=CC(=[N+](CC)CC)C=C2)C3=CC(=C(C=C3S(=O)(=O)O)S(=O)(=O)O)O,561.7,3.8,152.0,3,8,9
Formocortal,289085,CC(=O)OCC(=O)C12C(CC3C1(CC(C4(C3CC(=C5C4(CCC(=C5)OCCCl)C)C=O)F)O)C)OC(O2)(C)C,569.1,3.8,108.0,1,9,8
Spermidine,1102,C(CCNCCCN)CN,145.25,-1,64.1,3,3,7
Cholecalciferol,5280795,CC(C)CCCC(C)C1CCC2C1(CCCC2=CC=C3CC(CCC3=C)O)C,384.6,7.9,20.2,1,1,6
Estrone sulfate,3001028,CC12CCC3C(C1CCC2=O)CCC4=C3C=CC(=C4)OS(=O)(=O)O,350.4,2.5,89.1,1,5,2
Methaqualone,6292,CC1=CC=CC=C1N2C(=NC3=CC=CC=C3C2=O)C,250.29,2.5,32.7,0,2,1
Tipranavir,54682461,CCCC1(CC(=C(C(=O)O1)C(CC)C2=CC(=CC=C2)NS(=O)(=O)C3=NC=C(C=C3)C(F)(F)F)O)CCC4=CC=CC=C4,602.7,7,114.0,2,10,11
Prilocaine,4906,CCCNC(C)C(=O)NC1=CC=CC=C1C,220.31,2.1,41.1,2,2,5
Acetylsalicylic acid,2244,CC(=O)OC1=CC=CC=C1C(=O)O,180.16,1.2,63.6,1,4,3
Metaraminol,5906,CC(C(C1=CC(=CC=C1)O)O)N,167.20,-0.4,66.5,3,3,2
Gadoteridol,60714,CC(CN1CCN(CCN(CCN(CC1)CC(=O)[O-])CC(=O)[O-])CC(=O)[O-])O.[Gd+3],558.7,,154.0,1,11,5
Nimesulide,4495,CS(=O)(=O)NC1=C(C=C(C=C1)[N+](=O)[O-])OC2=CC=CC=C2,308.31,2.6,110.0,1,6,4
Amifampridine,5918,C1=CN=CC(=C1N)N,109.13,-0.5,64.9,2,3,0
Pemigatinib,86705695,CCN1C2=C3C=C(NC3=NC=C2CN(C1=O)C4=C(C(=CC(=C4F)OC)OC)F)CN5CCOCC5,487.5,1.8,83.2,1,8,6
WIN 55212-2,5311501,CC1=C(C2=C3N1C(COC3=CC=C2)CN4CCOCC4)C(=O)C5=CC=CC6=CC=CC=C65,426.5,4.4,43.7,0,4,4
Alminoprofen,2097,CC(C1=CC=C(C=C1)NCC(=C)C)C(=O)O,219.28,3.2,49.3,2,3,5
Mepyramine,4992,CN(C)CCN(CC1=CC=C(C=C1)OC)C2=CC=CC=N2,285.4,3.3,28.6,0,4,7
Streptozocin,29327,CN(C(=O)NC1C(C(C(OC1O)CO)O)O)N=O,265.22,-1.4,152.0,5,8,2
Palbociclib,5330286,CC1=C(C(=O)N(C2=NC(=NC=C12)NC3=NC=C(C=C3)N4CCNCC4)C5CCCC5)C(=O)C,447.5,1.8,103.0,2,8,5
(S)-Indapamide,12598931,CC1CC2=CC=CC=C2N1NC(=O)C3=CC(=C(C=C3)Cl)S(=O)(=O)N,365.8,2.9,101.0,2,5,3
Fesoterodine,6918558,CC(C)C(=O)OC1=C(C=C(C=C1)CO)C(CCN(C(C)C)C(C)C)C2=CC=CC=C2,411.6,5.5,49.8,1,4,11
Glutaric Acid,743,C(CC(=O)O)CC(=O)O,132.11,-0.3,74.6,2,4,4
Eslicarbazepine,9881504,C1C(C2=CC=CC=C2N(C3=CC=CC=C31)C(=O)N)O,254.28,1.4,66.6,2,2,0
Cefapirin,30699,CC(=O)OCC1=C(N2C(C(C2=O)NC(=O)CSC3=CC=NC=C3)SC1)C(=O)O,423.5,-1.1,177.0,2,9,8
Benoxaprofen,39941,CC(C1=CC2=C(C=C1)OC(=N2)C3=CC=C(C=C3)Cl)C(=O)O,301.72,4.1,63.3,1,4,3
Samidorphan,11667832,C1CC1CN2CCC34CC(=O)CCC3(C2CC5=C4C(=C(C=C5)C(=O)N)O)O,370.4,1.1,104.0,3,5,3
Dienogest,68861,CC12CCC3=C4CCC(=O)C=C4CCC3C1CCC2(CC#N)O,311.4,1.8,61.1,1,3,1
Leniolisib,57495353,CCC(=O)N1CCC(C1)NC2=NC=NC3=C2CN(CC3)C4=CC(=C(N=C4)OC)C(F)(F)F,450.5,2.5,83.5,1,10,5
Oxybenzone,4632,COC1=CC(=C(C=C1)C(=O)C2=CC=CC=C2)O,228.24,3.6,46.5,1,3,3
Rotigotine,59227,CCCN(CCC1=CC=CS1)C2CCC3=C(C2)C=CC=C3O,315.5,4.9,51.7,1,3,6
Valinomycin,3000706,CC1C(=O)NC(C(=O)OC(C(=O)NC(C(=O)OC(C(=O)NC(C(=O)OC(C(=O)NC(C(=O)OC(C(=O)NC(C(=O)OC(C(=O)NC(C(=O)O1)C(C)C)C(C)C)C(C)C)C)C(C)C)C(C)C)C(C)C)C)C(C)C)C(C)C)C(C)C,1111.3,9.1,332.0,6,18,9
Chlorproguanil,9571037,CC(C)N=C(N)N=C(N)NC1=CC(=C(C=C1)Cl)Cl,288.17,3,88.8,3,1,4
Pracinostat,49855250,CCCCC1=NC2=C(N1CCN(CC)CC)C=CC(=C2)C=CC(=O)NO,358.5,3.1,70.4,2,4,10
Azilsartan medoxomil,135409642,CCOC1=NC2=CC=CC(=C2N1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NOC(=O)N5)C(=O)OCC6=C(OC(=O)O6)C,568.5,4.9,140.0,1,10,10
Riociguat,11304743,CN(C1=C(N=C(N=C1N)C2=NN(C3=C2C=CC=N3)CC4=CC=CC=C4F)N)C(=O)OC,422.4,1.6,138.0,2,9,5
Puromycin,439530,CN(C)C1=NC=NC2=C1N=CN2C3C(C(C(O3)CO)NC(=O)C(CC4=CC=C(C=C4)OC)N)O,471.5,0,161.0,4,10,8
Enalapril,5388962,CCOC(=O)C(CCC1=CC=CC=C1)NC(C)C(=O)N2CCCC2C(=O)O,376.4,-0.1,95.9,2,6,10
Isavuconazole,6918485,CC(C1=NC(=CS1)C2=CC=C(C=C2)C#N)C(CN3C=NC=N3)(C4=C(C=CC(=C4)F)F)O,437.5,3.5,116.0,1,8,6
(R)-Propafenone,184819,CCCNCC(COC1=CC=CC=C1C(=O)CCC2=CC=CC=C2)O,341.4,3.3,58.6,2,4,11
Quinidine,441074,COC1=CC2=C(C=CN=C2C=C1)C(C3CC4CCN3CC4C=C)O,324.4,2.9,45.6,1,4,4
Paramethasone,5875,CC1CC2C3CC(C4=CC(=O)C=CC4(C3C(CC2(C1(C(=O)CO)O)C)O)C)F,392.5,2,94.8,3,6,2
Indobufen,107641,CCC(C1=CC=C(C=C1)N2CC3=CC=CC=C3C2=O)C(=O)O,295.3,3.1,57.6,1,3,4
Mianserin,4184,CN1CCN2C(C1)C3=CC=CC=C3CC4=CC=CC=C42,264.4,3.4,6.5,0,2,0
Benidipine,656668,CC1=C(C(C(=C(N1)C)C(=O)OC2CCCN(C2)CC3=CC=CC=C3)C4=CC(=CC=C4)[N+](=O)[O-])C(=O)OC,505.6,4.6,114.0,1,8,8
Phenoxypropazine,71467,CC(COC1=CC=CC=C1)NN,166.22,1.1,47.3,2,3,4
Acarbose,9811704,CC1C(C(C(C(O1)OC2C(OC(C(C2O)O)OC(C(CO)O)C(C(C=O)O)O)CO)O)O)NC3C=C(C(C(C3O)O)O)CO,645.6,-8.8,329.0,14,19,13
Dyclonine,3180,CCCCOC1=CC=C(C=C1)C(=O)CCN2CCCCC2,289.4,3.6,29.5,0,3,8
Valsartan,60846,CCCCC(=O)N(CC1=CC=C(C=C1)C2=CC=CC=C2C3=NNN=N3)C(C(C)C)C(=O)O,435.5,4.4,112.0,2,6,10
Bexarotene,82146,CC1=CC2=C(C=C1C(=C)C3=CC=C(C=C3)C(=O)O)C(CCC2(C)C)(C)C,348.5,7.6,37.3,1,2,3
5beta-dihydrotestosterone,11302,CC12CCC(=O)CC1CCC3C2CCC4(C3CCC4O)C,290.4,3.7,37.3,1,2,0
Etacrynic acid,3278,CCC(=C)C(=O)C1=C(C(=C(C=C1)OCC(=O)O)Cl)Cl,303.13,3.8,63.6,1,4,6
Phenol,996,C1=CC=C(C=C1)O,94.11,1.5,20.2,1,1,0
Penfluridol,33630,C1CN(CCC1(C2=CC(=C(C=C2)Cl)C(F)(F)F)O)CCCC(C3=CC=C(C=C3)F)C4=CC=C(C=C4)F,524.0,7.3,23.5,1,7,7
Linezolid,441401,CC(=O)NCC1CN(C(=O)O1)C2=CC(=C(C=C2)N3CCOCC3)F,337.35,0.7,71.1,1,6,4
Methotrexate,126941,CN(CC1=CN=C2C(=N1)C(=NC(=N2)N)N)C3=CC=C(C=C3)C(=O)NC(CCC(=O)O)C(=O)O,454.4,-1.8,211.0,5,12,9
Mibefradil,60663,CC(C)C1C2=C(CCC1(CCN(C)CCCC3=NC4=CC=CC=C4N3)OC(=O)COC)C=C(C=C2)F,495.6,5.8,67.5,1,6,12
Vinpocetine,443955,CCC12CCCN3C1C4=C(CC3)C5=CC=CC=C5N4C(=C2)C(=O)OCC,350.5,4.1,34.5,0,3,4
Cabazitaxel,9854073,CC1=C2C(C(=O)C3(C(CC4C(C3C(C(C2(C)C)(CC1OC(=O)C(C(C5=CC=CC=C5)NC(=O)OC(C)(C)C)O)O)OC(=O)C6=CC=CC=C6)(CO4)OC(=O)C)OC)C)OC,835.9,2.7,202.0,3,14,15
Indomethacin,3715,CC1=C(C2=C(N1C(=O)C3=CC=C(C=C3)Cl)C=CC(=C2)OC)CC(=O)O,357.8,4.3,68.5,1,4,4
Binimetinib,10288191,CN1C=NC2=C1C=C(C(=C2F)NC3=C(C=C(C=C3)Br)F)C(=O)NOCCO,441.2,3.1,88.4,3,7,6
Probucol,4912,CC(C)(C)C1=CC(=CC(=C1O)C(C)(C)C)SC(C)(C)SC2=CC(=C(C(=C2)C(C)(C)C)O)C(C)(C)C,516.8,11.3,91.1,2,4,8
Dacomitinib,11511120,COC1=C(C=C2C(=C1)N=CN=C2NC3=CC(=C(C=C3)F)Cl)NC(=O)C=CCN4CCCCC4,469.9,4.4,79.4,2,7,7
Ecopipam,107930,CN1CCC2=CC(=C(C=C2C3C1CCC4=CC=CC=C34)O)Cl,313.8,4.4,23.5,1,2,0
Fentiazac,28871,C1=CC=C(C=C1)C2=NC(=C(S2)CC(=O)O)C3=CC=C(C=C3)Cl,329.8,5.2,78.4,1,4,4
Dexmethylphenidate,154101,COC(=O)C(C1CCCCN1)C2=CC=CC=C2,233.31,0.2,38.3,1,3,4
Calcium cation,271,[Ca+2],40.08,,0.0,0,0,0
Tertatolol,36920,CC(C)(C)NCC(COC1=CC=CC2=C1SCCC2)O,295.4,2.7,66.8,2,4,6
Valproate bismuth,20835964,CCCC(CCC)C(=O)[O-].CCCC(CCC)C(=O)[O-].CCCC(CCC)C(=O)[O-].[Bi+3],638.6,,120.0,0,6,12
Abemaciclib,46220502,CCN1CCN(CC1)CC2=CN=C(C=C2)NC3=NC=C(C(=N3)C4=CC5=C(C(=C4)F)N=C(N5C(C)C)C)F,506.6,3.8,75.0,1,9,7
Astaxanthin,5281224,CC1=C(C(CC(C1=O)O)(C)C)C=CC(=CC=CC(=CC=CC=C(C)C=CC=C(C)C=CC2=C(C(=O)C(CC2(C)C)O)C)C)C,596.8,10.3,74.6,2,4,10
Sevoflurane,5206,C(OC(C(F)(F)F)C(F)(F)F)F,200.05,2.8,9.2,0,8,2
Cefamandole,456255,CN1C(=NN=N1)SCC2=C(N3C(C(C3=O)NC(=O)C(C4=CC=CC=C4)O)SC2)C(=O)O,462.5,-0.9,201.0,3,10,7
Oxaflozane,432824,CC(C)N1CCOC(C1)C2=CC(=CC=C2)C(F)(F)F,273.29,3.2,12.5,0,5,2
Astemizole,2247,COC1=CC=C(C=C1)CCN2CCC(CC2)NC3=NC4=CC=CC=C4N3CC5=CC=C(C=C5)F,458.6,6,42.3,1,5,8
Ziprasidone,60854,C1CN(CCN1CCC2=C(C=C3C(=C2)CC(=O)N3)Cl)C4=NSC5=CC=CC=C54,412.9,4,76.7,1,5,4
Allopurinol,135401907,C1=NNC2=C1C(=O)NC=N2,136.11,-0.7,70.1,2,3,0
Chlorambucil,2708,C1=CC(=CC=C1CCCC(=O)O)N(CCCl)CCCl,304.2,1.7,40.5,1,3,9
Risedronic acid,5245,C1=CC(=CN=C1)CC(O)(P(=O)(O)O)P(=O)(O)O,283.11,-3.1,148.0,5,8,4
Difenoxin,34328,C1CN(CCC1(C2=CC=CC=C2)C(=O)O)CCC(C#N)(C3=CC=CC=C3)C4=CC=CC=C4,424.5,2.7,64.3,1,4,7
Temsirolimus,6918289,CC1CCC2CC(C(=CC=CC=CC(CC(C(=O)C(C(C(=CC(C(=O)CC(OC(=O)C3CCCCN3C(=O)C(=O)C1(O2)O)C(C)CC4CCC(C(C4)OC)OC(=O)C(C)(CO)CO)C)C)O)OC)C)C)C)OC,1030.3,5.6,242.0,4,16,11
Allicin,65036,C=CCSS(=O)CC=C,162.3,1.3,61.6,0,3,5
2-chloro-5-[(1S)-1-hydroxy-3-oxo-2H-isoindol-1-yl]benzenesulfonamide,688424,C1=CC=C2C(=C1)C(=O)NC2(C3=CC(=C(C=C3)Cl)S(=O)(=O)N)O,338.8,0.9,118.0,3,5,2
Tapentadol,9838022,CCC(C1=CC(=CC=C1)O)C(C)CN(C)C,221.34,3.5,23.5,1,2,5
Silodosin,5312125,CC(CC1=CC2=C(C(=C1)C(=O)N)N(CC2)CCCO)NCCOC3=CC=CC=C3OCC(F)(F)F,495.5,3.6,97.1,3,9,13
Clonixin,28718,CC1=C(C=CC=C1Cl)NC2=C(C=CC=N2)C(=O)O,262.69,3.8,62.2,2,4,3
"6-CHLORO-3-(DICHLOROMETHYL)-3,4-DIHYDRO-2H-1,2,4-BENZOTHIADIAZINE-7-SULFONAMIDE 1,1-DIOXIDE",6604229,C1=C2C(=CC(=C1Cl)S(=O)(=O)N)S(=O)(=O)NC(N2)C(Cl)Cl,380.7,0.6,135.0,3,7,2
Tetrazepam,25215,CN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CCCCC3,288.77,3.2,32.7,0,2,1
Methsuximide,6476,CC1(CC(=O)N(C1=O)C)C2=CC=CC=C2,203.24,1.2,37.4,0,2,1
Bucindolol,51045,CC(C)(CC1=CNC2=CC=CC=C21)NCC(COC3=CC=CC=C3C#N)O,363.5,3.3,81.1,3,4,8
Eprosartan,5281037,CCCCC1=NC=C(N1CC2=CC=C(C=C2)C(=O)O)C=C(CC3=CC=CS3)C(=O)O,424.5,4.5,121.0,2,6,10
N-acetyltyrosine,68310,CC(=O)NC(CC1=CC=C(C=C1)O)C(=O)O,223.22,-0.2,86.6,3,4,4
Fosnetupitant,71544786,CC1=CC=CC=C1C2=CC(=NC=C2N(C)C(=O)C(C)(C)C3=CC(=CC(=C3)C(F)(F)F)C(F)(F)F)N4CC[N+](CC4)(C)COP(=O)(O)[O-],688.6,5,106.0,1,13,8
Indacaterol,6918554,CCC1=C(C=C2CC(CC2=C1)NCC(C3=C4C=CC(=O)NC4=C(C=C3)O)O)CC,392.5,3.3,81.6,4,4,6
Fluocortolone caproate,20054915,CCCCCC(=O)OCC(=O)C1C(CC2C1(CC(C3C2CC(C4=CC(=O)C=CC34C)F)O)C)C,474.6,4.9,80.7,1,6,8
Phenolphthalein,4764,C1=CC=C2C(=C1)C(=O)OC2(C3=CC=C(C=C3)O)C4=CC=C(C=C4)O,318.3,3.6,66.8,2,4,2
Calcifediol,5283731,CC(CCCC(C)(C)O)C1CCC2C1(CCCC2=CC=C3CC(CCC3=C)O)C,400.6,6.2,40.5,2,2,6
Benzocaine,2337,CCOC(=O)C1=CC=C(C=C1)N,165.19,1.9,52.3,1,3,3
Iproclozide,19063,CC(C)NNC(=O)COC1=CC=C(C=C1)Cl,242.70,2,50.4,2,3,5
Alloin,9866696,C1=CC2=C(C(=C1)O)C(=O)C3=C(C2C4C(C(C(C(O4)CO)O)O)O)C=C(C=C3O)CO,418.4,-0.1,168.0,7,9,3
Benzatropine,1201549,CN1C2CCC1CC(C2)OC(C3=CC=CC=C3)C4=CC=CC=C4,307.4,4.5,12.5,0,2,4
Anisodamine,6918612,CN1C2CC(CC1C(C2)O)OC(=O)C(CO)C3=CC=CC=C3,305.4,0.9,70.0,2,5,5
Cefalotin,6024,CC(=O)OCC1=C(N2C(C(C2=O)NC(=O)CC3=CC=CS3)SC1)C(=O)O,396.4,-0.4,167.0,2,8,7
Protokylol,4969,CC(CC1=CC2=C(C=C1)OCO2)NCC(C3=CC(=C(C=C3)O)O)O,331.4,2.1,91.2,4,6,6
Ramiprilat,5464096,CC(C(=O)N1C2CCCC2CC1C(=O)O)NC(CCC3=CC=CC=C3)C(=O)O,388.5,0.7,107.0,3,6,8
Venetoclax,49846579,CC1(CCC(=C(C1)C2=CC=C(C=C2)Cl)CN3CCN(CC3)C4=CC(=C(C=C4)C(=O)NS(=O)(=O)C5=CC(=C(C=C5)NCC6CCOCC6)[N+](=O)[O-])OC7=CN=C8C(=C7)C=CN8)C,868.4,8.2,183.0,3,11,12
Fenoldopam,3341,C1CNCC(C2=CC(=C(C(=C21)Cl)O)O)C3=CC=C(C=C3)O,305.75,2.4,72.7,4,4,1
Alectinib,49806720,CCC1=CC2=C(C=C1N3CCC(CC3)N4CCOCC4)C(C5=C(C2=O)C6=C(N5)C=C(C=C6)C#N)(C)C,482.6,5.2,72.4,1,5,3
Nitrazepam,4506,C1C(=O)NC2=C(C=C(C=C2)[N+](=O)[O-])C(=N1)C3=CC=CC=C3,281.27,2.2,87.3,1,4,1
Dermatan sulfate,32756,CC(=O)NC1C(C(C(OC1O)CO)OS(=O)(=O)[O-])OC2C(C(C(C(O2)C(=O)[O-])O)O)O,475.4,-4.3,273.0,6,15,5
Netilmicin,441306,CCNC1CC(C(C(C1OC2C(C(C(CO2)(C)O)NC)O)O)OC3C(CC=C(O3)CN)N)N,475.6,-4.2,200.0,8,12,8
Aripiprazole lauroxil,49831411,CCCCCCCCCCCC(=O)OCN1C(=O)CCC2=C1C=C(C=C2)OCCCCN3CCN(CC3)C4=C(C(=CC=C4)Cl)Cl,660.7,10,62.3,0,6,20
Etonogestrel,6917715,CCC12CC(=C)C3C(C1CCC2(C#C)O)CCC4=CC(=O)CCC34,324.5,3.3,37.3,1,2,2
Ampicillin,6249,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)O)C,349.4,-1.1,138.0,3,6,4
Hexafluronium,3601,C[N+](C)(CCCCCC[N+](C)(C)C1C2=CC=CC=C2C3=CC=CC=C13)C4C5=CC=CC=C5C6=CC=CC=C46,502.7,7.6,0.0,0,0,9
Mebutizide,71652,CCC(C)C(C)C1NC2=CC(=C(C=C2S(=O)(=O)N1)S(=O)(=O)N)Cl,381.9,2.4,135.0,3,7,4
Trihexyphenidyl,5572,C1CCC(CC1)C(CCN2CCCCC2)(C3=CC=CC=C3)O,301.5,4.5,23.5,1,2,5
Efonidipine,119171,CC1=C(C(C(=C(N1)C)P2(=O)OCC(CO2)(C)C)C3=CC(=CC=C3)[N+](=O)[O-])C(=O)OCCN(CC4=CC=CC=C4)C5=CC=CC=C5,631.7,5.9,123.0,1,9,10
Ketazolam,33746,CC1=CC(=O)N2CC(=O)N(C3=C(C2(O1)C4=CC=CC=C4)C=C(C=C3)Cl)C,368.8,3,49.9,0,3,1
Decamethonium,2968,C[N+](C)(C)CCCCCCCCCC[N+](C)(C)C,258.49,3.9,0.0,0,0,11
Sacubitril,9811834,CCOC(=O)C(C)CC(CC1=CC=C(C=C1)C2=CC=CC=C2)NC(=O)CCC(=O)O,411.5,3.7,92.7,2,5,12
Trifluridine,6256,C1C(C(OC1N2C=C(C(=O)NC2=O)C(F)(F)F)CO)O,296.20,-0.5,99.1,3,8,2
Imipramine oxide,65589,C[N+](C)(CCCN1C2=CC=CC=C2CCC3=CC=CC=C31)[O-],296.4,4.8,21.3,0,2,4
Osimertinib,71496458,CN1C=C(C2=CC=CC=C21)C3=NC(=NC=C3)NC4=C(C=C(C(=C4)NC(=O)C=C)N(C)CCN(C)C)OC,499.6,3.7,87.6,2,7,10
Brivaracetam,9837243,CCCC1CC(=O)N(C1)C(CC)C(=O)N,212.29,1,63.4,1,2,5
"7,9-Dimethylguanine",131704185,CN1C=[N+](C2=C1C(NC(N2)N)O)C,184.22,-1.6,79.1,4,4,0
Paclitaxel,36314,CC1=C2C(C(=O)C3(C(CC4C(C3C(C(C2(C)C)(CC1OC(=O)C(C(C5=CC=CC=C5)NC(=O)C6=CC=CC=C6)O)O)OC(=O)C7=CC=CC=C7)(CO4)OC(=O)C)O)C)OC(=O)C,853.9,2.5,221.0,4,14,14
