drug1,drug2,pair_key
arbutamine,pipenzolate,arbutamine||pipenzolate
aluminium nicotinate,dexpropranolol,aluminium nicotinate||dexpropranolol
"2,5-dimethoxy-4-ethylthioamphetamine",adipiplon,"2,5-dimethoxy-4-ethylthioamphetamine||adipiplon"
cidoxepin,formononetin,cidoxepin||formononetin
dezocine,tetrahydrocannabivarin,dezocine||tetrahydrocannabivarin
(+)-mefloquine,emedastine,(+)-mefloquine||emedastine
butobarbital,clomipramine,butobarbital||clomipramine
fencamfamin,lofepramine,fencamfamin||lofepramine
estradiol acetate,methoxyflurane,estradiol acetate||methoxyflurane
eslicarbazepine acetate,felbamate,eslicarbazepine acetate||felbamate
fimasartan,prenylamine,fimasartan||prenylamine
azelastine,tolcapone,azelastine||tolcapone
efavirenz,repotrectinib,efavirenz||repotrectinib
esflurbiprofen,prazosin,esflurbiprofen||prazosin
abiraterone,enzalutamide,abiraterone||enzalutamide
benazepril,bismuth subnitrate,benazepril||bismuth subnitrate
aclidinium,etafedrine,aclidinium||etafedrine
amlodipine,rilpivirine,amlodipine||rilpivirine
indacaterol,indomethacin,indacaterol||indomethacin
blonanserin,zaltoprofen,blonanserin||zaltoprofen
benzyl alcohol,fruquintinib,benzyl alcohol||fruquintinib
fosfomycin,glycerol phenylbutyrate,fosfomycin||glycerol phenylbutyrate
saralasin,tretoquinol,saralasin||tretoquinol
enflurane,psilocybin,enflurane||psilocybin
(r)-fluoxetine,naftidrofuryl,(r)-fluoxetine||naftidrofuryl
arotinolol,dexisometheptene mucate,arotinolol||dexisometheptene mucate
naproxen,nifenazone,naproxen||nifenazone
cerivastatin,indomethacin,cerivastatin||indomethacin
ethenzamide,tasimelteon,ethenzamide||tasimelteon
halofantrine,rosiglitazone,halofantrine||rosiglitazone
omacetaxine mepesuccinate,tolfenamic acid,omacetaxine mepesuccinate||tolfenamic acid
oxymorphone,paramethadione,oxymorphone||paramethadione
ambrisentan,metronidazole,ambrisentan||metronidazole
dosulepin,ranolazine,dosulepin||ranolazine
valdecoxib,vildagliptin,valdecoxib||vildagliptin
cefatrizine,pitolisant,cefatrizine||pitolisant
pentamidine,tamoxifen,pentamidine||tamoxifen
cariprazine,efavirenz,cariprazine||efavirenz
"1-benzyl-4-[(5,6-dimethoxy-1-indanon-2-yl)methyl]piperidine",digoxin,"1-benzyl-4-[(5,6-dimethoxy-1-indanon-2-yl)methyl]piperidine||digoxin"
voclosporin,zosuquidar,voclosporin||zosuquidar
binimetinib,posaconazole,binimetinib||posaconazole
amisulpride,sulfisoxazole,amisulpride||sulfisoxazole
aluminum sulfate,eravacycline,aluminum sulfate||eravacycline
ceftezole,dopamine,ceftezole||dopamine
meperidine,noscapine,meperidine||noscapine
amprenavir,zotepine,amprenavir||zotepine
cefdinir,cefetamet,cefdinir||cefetamet
mepindolol,mepivacaine,mepindolol||mepivacaine
diphenoxylate,trospium,diphenoxylate||trospium
cidofovir,liothyronine,cidofovir||liothyronine
chlorpropamide,lonazolac,chlorpropamide||lonazolac
cyclopropane,perphenazine enanthate,cyclopropane||perphenazine enanthate
desipramine,phosphocreatine,desipramine||phosphocreatine
cloxazolam,rufinamide,cloxazolam||rufinamide
imatinib,paliperidone,imatinib||paliperidone
bentazepam,meptazinol,bentazepam||meptazinol
chloroprocaine,dihydroetorphine,chloroprocaine||dihydroetorphine
naftopidil,netupitant,naftopidil||netupitant
brigatinib,morphine,brigatinib||morphine
gallamine triethiodide,xamoterol,gallamine triethiodide||xamoterol
rilpivirine,seladelpar,rilpivirine||seladelpar
enasidenib,sulopenem etzadroxil,enasidenib||sulopenem etzadroxil
"5-methoxy-n,n-dimethyltryptamine",sc-236,"5-methoxy-n,n-dimethyltryptamine||sc-236"
norepinephrine,siponimod,norepinephrine||siponimod
"6-chloro-3-(dichloromethyl)-3,4-dihydro-2h-1,2,4-benzothiadiazine-7-sulfonamide 1,1-dioxide",alfuzosin,"6-chloro-3-(dichloromethyl)-3,4-dihydro-2h-1,2,4-benzothiadiazine-7-sulfonamide 1,1-dioxide||alfuzosin"
7-(2-amino-2-phenyl-acetylamino)-3-chloro-8-oxo-1-aza-bicyclo[4.2.0]oct-2-ene-2-carboxylic acid,bromazepam,7-(2-amino-2-phenyl-acetylamino)-3-chloro-8-oxo-1-aza-bicyclo[4.2.0]oct-2-ene-2-carboxylic acid||bromazepam
diazoxide,floctafenine,diazoxide||floctafenine
serdexmethylphenidate,testosterone undecanoate,serdexmethylphenidate||testosterone undecanoate
alogliptin,oxazepam,alogliptin||oxazepam
moclobemide,pimozide,moclobemide||pimozide
deferasirox,l-deprenyl-d2 c-11,deferasirox||l-deprenyl-d2 c-11
beclamide,chlorprothixene,beclamide||chlorprothixene
metoprine,ropivacaine,metoprine||ropivacaine
amitriptylinoxide,tolterodine,amitriptylinoxide||tolterodine
albuterol,digoxin,albuterol||digoxin
cimicoxib,tiotropium,cimicoxib||tiotropium
dexniguldipine,lumefantrine,dexniguldipine||lumefantrine
adefovir dipivoxil,arbaclofen,adefovir dipivoxil||arbaclofen
hyodeoxycholic acid,letaxaban,hyodeoxycholic acid||letaxaban
atazanavir,azimilide,atazanavir||azimilide
methapyrilene,zaleplon,methapyrilene||zaleplon
perhexiline,sulindac,perhexiline||sulindac
palonosetron,tiagabine,palonosetron||tiagabine
betaine,mivacurium,betaine||mivacurium
carbutamide,sulfadimethoxine,carbutamide||sulfadimethoxine
aranidipine,lamotrigine,aranidipine||lamotrigine
dolutegravir,piperacillin,dolutegravir||piperacillin
chlorotrianisene,imipramine,chlorotrianisene||imipramine
chloral hydrate,naluzotan,chloral hydrate||naluzotan
azatadine,neocitrullamon,azatadine||neocitrullamon
cannabidiol,tolmetin,cannabidiol||tolmetin
eltrombopag,indinavir,eltrombopag||indinavir
isavuconazonium,lomitapide,isavuconazonium||lomitapide
eltoprazine,toloxatone,eltoprazine||toloxatone
prednisolone phosphate,ritlecitinib,prednisolone phosphate||ritlecitinib
(r)-gossypol,mycophenolate mofetil,(r)-gossypol||mycophenolate mofetil
amibegron,reserpine,amibegron||reserpine
avapritinib,phenobarbital,avapritinib||phenobarbital
irofulven,propoxycaine,irofulven||propoxycaine
clarithromycin,ergometrine,clarithromycin||ergometrine
cyproheptadine,idalopirdine,cyproheptadine||idalopirdine
dantron,phenglutarimide,dantron||phenglutarimide
barnidipine,calcium levulinate,barnidipine||calcium levulinate
sibutramine,testosterone propionate,sibutramine||testosterone propionate
diltiazem,tolonidine,diltiazem||tolonidine
aprobarbital,isocarboxazid,aprobarbital||isocarboxazid
fostemsavir,timolol,fostemsavir||timolol
deutivacaftor,manidipine,deutivacaftor||manidipine
quinethazone,strontium cation sr-89,quinethazone||strontium cation sr-89
cyclopropane,esreboxetine,cyclopropane||esreboxetine
polythiazide,sotagliflozin,polythiazide||sotagliflozin
rizatriptan,zolmitriptan,rizatriptan||zolmitriptan
2-chloro-5-[(1s)-1-hydroxy-3-oxo-2h-isoindol-1-yl]benzenesulfonamide,phenelzine,2-chloro-5-[(1s)-1-hydroxy-3-oxo-2h-isoindol-1-yl]benzenesulfonamide||phenelzine
idarubicin,stiripentol,idarubicin||stiripentol
deutetrabenazine,fluocinolone acetonide,deutetrabenazine||fluocinolone acetonide
arotinolol,clenbuterol,arotinolol||clenbuterol
cimetidine,meclizine,cimetidine||meclizine
formestane,pentaerythritol tetranitrate,formestane||pentaerythritol tetranitrate
droperidol,lumiracoxib,droperidol||lumiracoxib
metyrosine,midomafetamine,metyrosine||midomafetamine
oxyphenbutazone,pindolol,oxyphenbutazone||pindolol
dexmedetomidine,oxypertine,dexmedetomidine||oxypertine
atomoxetine,levocabastine,atomoxetine||levocabastine
ribostamycin,venlafaxine,ribostamycin||venlafaxine
demecolcine,meloxicam,demecolcine||meloxicam
phenelzine,sildenafil,phenelzine||sildenafil
etidocaine,fimepinostat,etidocaine||fimepinostat
cicletanine,isosulfan blue,cicletanine||isosulfan blue
acetazolamide,penbutolol,acetazolamide||penbutolol
cenobamate,meperidine,cenobamate||meperidine
phenazocine,safinamide,phenazocine||safinamide
diethylstilbestrol,voxelotor,diethylstilbestrol||voxelotor
pazufloxacin,tixocortol,pazufloxacin||tixocortol
linezolid,reserpine,linezolid||reserpine
bolasterone,otamixaban,bolasterone||otamixaban
aclidinium,cefadroxil,aclidinium||cefadroxil
"(1r,2s)-2-phenylcyclopropanaminium",argatroban,"(1r,2s)-2-phenylcyclopropanaminium||argatroban"
toloxatone,zomepirac,toloxatone||zomepirac
atomoxetine,diethylpropion,atomoxetine||diethylpropion
hydrocortisone aceponate,lobeglitazone,hydrocortisone aceponate||lobeglitazone
pentamidine,rivaroxaban,pentamidine||rivaroxaban
tegaserod,vecuronium,tegaserod||vecuronium
biperiden,pentazocine,biperiden||pentazocine
dantron,piperidolate,dantron||piperidolate
abrocitinib,oritavancin,abrocitinib||oritavancin
dasatinib,vonoprazan,dasatinib||vonoprazan
"(1r,2s)-2-phenylcyclopropanaminium",hypericin,"(1r,2s)-2-phenylcyclopropanaminium||hypericin"
cannabinol,theodrenaline,cannabinol||theodrenaline
brompheniramine,oxycodone,brompheniramine||oxycodone
(s)-indapamide,quinupramine,(s)-indapamide||quinupramine
guanethidine,muzolimine,guanethidine||muzolimine
febarbamate,surinabant,febarbamate||surinabant
calcium levulinate,manidipine,calcium levulinate||manidipine
dimetacrine,oxidronic acid,dimetacrine||oxidronic acid
dasabuvir,posaconazole,dasabuvir||posaconazole
aminophenazone,deflazacort,aminophenazone||deflazacort
chlorpheniramine,hydrocortisone phosphate,chlorpheniramine||hydrocortisone phosphate
bromocriptine,piritramide,bromocriptine||piritramide
dutogliptin,moexiprilat,dutogliptin||moexiprilat
flurbiprofen axetil,guanadrel,flurbiprofen axetil||guanadrel
famotidine,guanabenz,famotidine||guanabenz
cyanocobalamin,tienilic acid,cyanocobalamin||tienilic acid
cloranolol,terbinafine,cloranolol||terbinafine
florbetaben f-18,valaciclovir,florbetaben f-18||valaciclovir
ceftaroline fosamil,diphenadione,ceftaroline fosamil||diphenadione
filgotinib,paclitaxel,filgotinib||paclitaxel
cefmetazole,ezogabine,cefmetazole||ezogabine
chlordiazepoxide,l-deprenyl-d2 c-11,chlordiazepoxide||l-deprenyl-d2 c-11
indoprofen,mebanazine,indoprofen||mebanazine
methazolamide,propofol,methazolamide||propofol
oxetacaine,thiamylal,oxetacaine||thiamylal
thiazinam,tolcapone,thiazinam||tolcapone
disopyramide,dronedarone,disopyramide||dronedarone
bromisoval,thiopental,bromisoval||thiopental
procaterol,sulfasalazine,procaterol||sulfasalazine
acenocoumarol,gemcitabine,acenocoumarol||gemcitabine
levmetamfetamine,nizatidine,levmetamfetamine||nizatidine
acebutolol,thiazinam,acebutolol||thiazinam
ciclesonide,sitafloxacin,ciclesonide||sitafloxacin
formestane,oxyphenbutazone,formestane||oxyphenbutazone
alpelisib,nelfinavir,alpelisib||nelfinavir
garenoxacin,phenprocoumon,garenoxacin||phenprocoumon
acetohexamide,clofibride,acetohexamide||clofibride
fluindione,fluvoxamine,fluindione||fluvoxamine
morniflumate,tixocortol,morniflumate||tixocortol
cefcapene,gadofosveset trisodium,cefcapene||gadofosveset trisodium
deutetrabenazine,nifenazone,deutetrabenazine||nifenazone
carbamazepine,iprazochrome,carbamazepine||iprazochrome
capivasertib,dextrothyroxine,capivasertib||dextrothyroxine
amlodipine,vildagliptin,amlodipine||vildagliptin
allylestrenol,testosterone propionate,allylestrenol||testosterone propionate
ceftobiprole,tinidazole,ceftobiprole||tinidazole
asenapine,ferric cation,asenapine||ferric cation
fazadinium bromide,ifenprodil,fazadinium bromide||ifenprodil
osilodrostat,risperidone,osilodrostat||risperidone
axitinib,tizanidine,axitinib||tizanidine
epofolate,voxelotor,epofolate||voxelotor
ergometrine,yohimbine,ergometrine||yohimbine
cyproheptadine,metharbital,cyproheptadine||metharbital
"(1r,2s)-2-phenylcyclopropanaminium",entacapone,"(1r,2s)-2-phenylcyclopropanaminium||entacapone"
9-deazaguanine,protokylol,9-deazaguanine||protokylol
nilotinib,wortmannin,nilotinib||wortmannin
gemcitabine,tazemetostat,gemcitabine||tazemetostat
lobeglitazone,ximelagatran,lobeglitazone||ximelagatran
naproxen,seproxetine,naproxen||seproxetine
acebutolol,metaraminol,acebutolol||metaraminol
elacridar,regorafenib,elacridar||regorafenib
tecovirimat,zonisamide,tecovirimat||zonisamide
enzalutamide,triethylenetetramine,enzalutamide||triethylenetetramine
elbasvir,osimertinib,elbasvir||osimertinib
ceftriaxone,dexverapamil,ceftriaxone||dexverapamil
bilastine,moxifloxacin,bilastine||moxifloxacin
brivaracetam,norelgestromin,brivaracetam||norelgestromin
minocycline,ziprasidone,minocycline||ziprasidone
ketazolam,mavacamten,ketazolam||mavacamten
paramethasone,testosterone phenylpropionate,paramethasone||testosterone phenylpropionate
ioversol,isosorbide mononitrate,ioversol||isosorbide mononitrate
almotriptan,ethyl loflazepate,almotriptan||ethyl loflazepate
hydroxocobalamin,oxaprozin,hydroxocobalamin||oxaprozin
pemetrexed,prasugrel,pemetrexed||prasugrel
doconexent,ketobemidone,doconexent||ketobemidone
alminoprofen,pholcodine,alminoprofen||pholcodine
afatinib,crizotinib,afatinib||crizotinib
guanabenz,rilmenidine,guanabenz||rilmenidine
lomefloxacin,nizofenone,lomefloxacin||nizofenone
butaperazine,melatonin,butaperazine||melatonin
bambuterol,isoetharine,bambuterol||isoetharine
ipragliflozin,sulfamethoxazole,ipragliflozin||sulfamethoxazole
chlorpropamide,flumazenil,chlorpropamide||flumazenil
lisdexamfetamine,oliceridine,lisdexamfetamine||oliceridine
ceftolozane,desipramine,ceftolozane||desipramine
eprosartan,trimipramine,eprosartan||trimipramine
arbaclofen placarbil,ifenprodil,arbaclofen placarbil||ifenprodil
estradiol valerate,quinidine,estradiol valerate||quinidine
desvenlafaxine,melengestrol,desvenlafaxine||melengestrol
tedizolid phosphate,trazodone,tedizolid phosphate||trazodone
(+)-menthol,nicorandil,(+)-menthol||nicorandil
benzocaine,fabomotizole,benzocaine||fabomotizole
olsalazine,trapidil,olsalazine||trapidil
cyamemazine,iofetamine i-123,cyamemazine||iofetamine i-123
almasilate,betamethasone,almasilate||betamethasone
eslicarbazepine acetate,guanine,eslicarbazepine acetate||guanine
aceclofenac,bambuterol,aceclofenac||bambuterol
digitoxin,trimethadione,digitoxin||trimethadione
emopamil,lubiprostone,emopamil||lubiprostone
halothane,vardenafil,halothane||vardenafil
iloperidone,ranitidine,iloperidone||ranitidine
(r)-etodolac,olodaterol,(r)-etodolac||olodaterol
hydrochlorothiazide,moclobemide,hydrochlorothiazide||moclobemide
iofetamine i-123,methyldopa,iofetamine i-123||methyldopa
nicardipine,peruvoside,nicardipine||peruvoside
bosentan,fosphenytoin,bosentan||fosphenytoin
benfluorex,bumetanide,benfluorex||bumetanide
chloroquine,doxacurium,chloroquine||doxacurium
butamben,doripenem,butamben||doripenem
dexlansoprazole,ponatinib,dexlansoprazole||ponatinib
mersalyl,pentostatin,mersalyl||pentostatin
nitroaspirin,octopamine,nitroaspirin||octopamine
farnesyl thiopyrophosphate,lorcainide,farnesyl thiopyrophosphate||lorcainide
cinchocaine,trovafloxacin,cinchocaine||trovafloxacin
darunavir,idelalisib,darunavir||idelalisib
"5-methoxy-n,n-dimethyltryptamine",saprisartan,"5-methoxy-n,n-dimethyltryptamine||saprisartan"
ergotamine,esflurbiprofen,ergotamine||esflurbiprofen
benmoxin,fosinopril,benmoxin||fosinopril
daptomycin,sotagliflozin,daptomycin||sotagliflozin
dicyclomine,topiroxostat,dicyclomine||topiroxostat
ethosuximide,lubiprostone,ethosuximide||lubiprostone
maprotiline,xipamide,maprotiline||xipamide
9-methylguanine,rifampin,9-methylguanine||rifampin
cyclosporine,tofacitinib,cyclosporine||tofacitinib
lovastatin,tiratricol,lovastatin||tiratricol
chloride ion,previtamin d(3),chloride ion||previtamin d(3)
binimetinib,favipiravir,binimetinib||favipiravir
dihydroergotamine,vincamine,dihydroergotamine||vincamine
dehydrocholic acid,edoxaban,dehydrocholic acid||edoxaban
metolazone,trazodone,metolazone||trazodone
lisuride,nabilone,lisuride||nabilone
eribulin,sitafloxacin,eribulin||sitafloxacin
lomefloxacin,prussian blue,lomefloxacin||prussian blue
(r)-fluoxetine,periciazine,(r)-fluoxetine||periciazine
dexpropranolol,quizartinib,dexpropranolol||quizartinib
gallopamil,ravuconazole,gallopamil||ravuconazole
bendroflumethiazide,lanreotide,bendroflumethiazide||lanreotide
diethylpropion,n-propargyl-1(s)-aminoindan,diethylpropion||n-propargyl-1(s)-aminoindan
fosphenytoin,triclofos,fosphenytoin||triclofos
abiraterone,risperidone,abiraterone||risperidone
carisbamate,methotrimeprazine,carisbamate||methotrimeprazine
nomegestrol acetate,norgestimate,nomegestrol acetate||norgestimate
etofenamate,lofexidine,etofenamate||lofexidine
dabigatran etexilate,voclosporin,dabigatran etexilate||voclosporin
ferric oxide,nalidixic acid,ferric oxide||nalidixic acid
antipyrine,cyclic adenosine monophosphate,antipyrine||cyclic adenosine monophosphate
acetylsalicylic acid,cloprednol,acetylsalicylic acid||cloprednol
meclizine,triclofos,meclizine||triclofos
adipiplon,bromisoval,adipiplon||bromisoval
dronedarone,epofolate,dronedarone||epofolate
lidocaine,sulfaphenazole,lidocaine||sulfaphenazole
ceftazidime,fluconazole,ceftazidime||fluconazole
desmopressin,sibutramine,desmopressin||sibutramine
niflumic acid,trovafloxacin,niflumic acid||trovafloxacin
alitretinoin,ractopamine,alitretinoin||ractopamine
quinethazone,toloxatone,quinethazone||toloxatone
lornoxicam,testosterone cypionate,lornoxicam||testosterone cypionate
dimercaprol,indigotindisulfonic acid,dimercaprol||indigotindisulfonic acid
apomorphine,iptacopan,apomorphine||iptacopan
aclidinium,ampicillin,aclidinium||ampicillin
methyl salicylate,perindopril,methyl salicylate||perindopril
cinolazepam,lenabasum,cinolazepam||lenabasum
bicifadine,mephenytoin,bicifadine||mephenytoin
olsalazine,salsalate,olsalazine||salsalate
betaine,hydrocortisone succinate,betaine||hydrocortisone succinate
dimenhydrinate,trabectedin,dimenhydrinate||trabectedin
ethadione,melatonin,ethadione||melatonin
stavudine,veralipride,stavudine||veralipride
lonazolac,metyrapone,lonazolac||metyrapone
lysergic acid diethylamide,remikiren,lysergic acid diethylamide||remikiren
pracinostat,ziprasidone,pracinostat||ziprasidone
alitretinoin,benznidazole,alitretinoin||benznidazole
aceprometazine,pyrimethamine,aceprometazine||pyrimethamine
paritaprevir,tivozanib,paritaprevir||tivozanib
deoxyepinephrine,safinamide,deoxyepinephrine||safinamide
almotriptan,eprosartan,almotriptan||eprosartan
chromic cation,colchicine,chromic cation||colchicine
aminoglutethimide,levonorgestrel,aminoglutethimide||levonorgestrel
epirizole,lomefloxacin,epirizole||lomefloxacin
siponimod,valsartan,siponimod||valsartan
dutogliptin,sulfamoxole,dutogliptin||sulfamoxole
hexoprenaline,nadolol,hexoprenaline||nadolol
furosemide,selexipag,furosemide||selexipag
alphaprodine,mazaticol,alphaprodine||mazaticol
darunavir,temocapril,darunavir||temocapril
betaxolol,flupentixol,betaxolol||flupentixol
felbinac,niflumic acid,felbinac||niflumic acid
(r)-rolipram,cloxazolam,(r)-rolipram||cloxazolam
aluminium glycinate,linaclotide,aluminium glycinate||linaclotide
amiodarone,solithromycin,amiodarone||solithromycin
bambuterol,mometasone,bambuterol||mometasone
ibuproxam,macimorelin,ibuproxam||macimorelin
azelaic acid,fentanyl,azelaic acid||fentanyl
caffeine,fimasartan,caffeine||fimasartan
articaine,methocarbamol,articaine||methocarbamol
