DrugName,DrugA_Count,DrugB_Count,Total_DDI_Records,In_Master_Dataset
sulfaethoxypyridazine,1,1,2,True
sulfaguanidine,4,0,4,True
sulfaisodimidine,1,0,1,True
sulfamazone,3,0,3,True
sulfamerazine,0,4,4,True
sulfameter,9,1,10,True
sulfamethazine,2,0,2,True
sulfamethizole,1,6,7,True
sulfamethoxazole,52,25,77,True
sulfamethoxypyridazine,3,4,7,True
sulfametomidine,1,1,2,True
sulfametopyrazine,2,1,3,True
sulfametrole,5,2,7,True
sulfamoxole,16,3,19,True
sulfanilamide,2,1,3,True
sulfanitran,5,1,6,True
sulfaperin,1,0,1,True
sulfaphenazole,9,15,24,True
sulfapyridine,15,5,20,True
sulfaquinoxaline,2,3,5,True
sulfasalazine,48,30,78,True
sulfathiourea,3,3,6,True
sulfinpyrazone,22,14,36,True
sulfisoxazole,26,18,44,True
sulforaphane,0,1,1,True
sulindac,34,27,61,True
sulopenem etzadroxil,4,1,5,True
sulprostone,0,1,1,True
sultamicillin,2,5,7,True
sulthiame,29,12,41,True
sultopride,11,28,39,True
sumatriptan,46,26,72,True
sunitinib,6,45,51,True
suprofen,4,3,7,True
surinabant,26,11,37,True
suvorexant,34,23,57,True
suxibuzone,28,32,60,True
synephrine,0,20,20,True
tacrine,2,23,25,True
tacrolimus,37,40,77,True
tadalafil,4,45,49,True
tafamidis,1,9,10,True
tafenoquine,10,8,18,True
tafluprost,0,2,2,True
talampicillin,1,8,9,True
talastine,1,0,1,True
talazoparib,7,6,13,True
talbutal,37,4,41,True
talinolol,34,36,70,True
tallimustine,1,0,1,True
talniflumate,61,2,63,True
talopram,16,13,29,True
tamoxifen,30,32,62,True
tamsulosin,57,9,66,True
tandospirone,28,1,29,True
tandutinib,6,15,21,True
tapentadol,30,17,47,True
taranabant,15,26,41,True
tariquidar,4,4,8,True
tasimelteon,28,54,82,True
tasosartan,15,0,15,True
taspoglutide,3,17,20,True
taurochenodeoxycholic acid,6,1,7,True
taurocholic acid,4,21,25,True
taurolidine,2,0,2,True
taxifolin,38,4,42,True
tazarotene,4,10,14,True
tazemetostat,13,18,31,True
tazobactam,11,3,14,True
tecarfarin,1,0,1,True
technetium tc-99m sestamibi,5,6,11,True
tecovirimat,11,2,13,True
tedisamil,18,2,20,True
tedizolid,0,1,1,True
tedizolid phosphate,3,8,11,True
tefinostat,1,1,2,True
tegafur,8,47,55,True
tegaserod,36,18,54,True
tegoprazan,4,1,5,True
teicoplanin,2,0,2,True
telaprevir,46,5,51,True
telavancin,21,31,52,True
telithromycin,29,20,49,True
telmisartan,15,21,36,True
telotristat ethyl,26,16,42,True
temafloxacin,12,22,34,True
temazepam,12,32,44,True
temefos,2,11,13,True
temocapril,33,7,40,True
temocillin,6,1,7,True
temozolomide,33,2,35,True
temsirolimus,46,1,47,True
tenamfetamine,19,33,52,True
tenapanor,1,0,1,True
teneligliptin,3,18,21,True
tenidap,34,17,51,True
teniposide,21,26,47,True
tenofovir,17,34,51,True
tenofovir alafenamide,22,30,52,True
tenofovir disoproxil,27,17,44,True
tenoxicam,32,24,56,True
tepotinib,22,1,23,True
tepoxalin,6,61,67,True
terazosin,5,30,35,True
terbinafine,28,5,33,True
terbutaline,9,53,62,True
terfenadine,49,16,65,True
terguride,21,11,32,True
teriflunomide,8,30,38,True
terodiline,9,31,40,True
tertatolol,34,7,41,True
tesevatinib,1,1,2,True
tesmilifene,24,18,42,True
testolactone,39,0,39,True
testosterone cypionate,45,23,68,True
testosterone decanoate,3,1,4,True
testosterone enantate benzilic acid hydrazone,3,4,7,True
testosterone enanthate,7,41,48,True
testosterone isocaproate,1,3,4,True
testosterone phenylpropionate,4,2,6,True
testosterone propionate,20,37,57,True
testosterone succinate,9,0,9,True
testosterone undecanoate,14,42,56,True
tetracaine,50,17,67,True
tetracosactide,1,5,6,True
tetracycline,16,34,50,True
tetrahydrocannabivarin,0,42,42,True
tetrahydropalmatine,51,0,51,True
tetrandrine,8,38,46,True
tetrazepam,15,6,21,True
tetrodotoxin,71,3,74,True
tetryzoline,34,4,38,True
tezacaftor,12,10,22,True
tezacitabine,0,1,1,True
tezosentan,0,1,1,True
thalidomide,14,53,67,True
theobromine,3,49,52,True
theodrenaline,7,53,60,True
thiabendazole,1,23,24,True
thiamine,2,0,2,True
thiamphenicol,0,1,1,True
thiamylal,6,42,48,True
thiazinam,43,5,48,True
thiethylperazine,3,48,51,True
thiocolchicoside,21,19,40,True
thiopental,29,20,49,True
thiopropazate,32,0,32,True
thioproperazine,6,59,65,True
thiopyrophosphate,2,0,2,True
thioridazine,46,28,74,True
thiosalicylic acid,7,6,13,True
thiostrepton,2,3,5,True
thiotepa,26,7,33,True
thiothixene,32,4,36,True
thonzylamine,11,7,18,True
thymol,1,0,1,True
tiagabine,13,21,34,True
tiamulin,0,1,1,True
tianeptine,50,29,79,True
tiapride,42,35,77,True
tiaprofenic acid,38,20,58,True
tibolone,2,6,8,True
ticagrelor,16,31,47,True
ticarcillin,1,6,7,True
ticlopidine,19,29,48,True
tiemonium iodide,20,6,26,True
tienilic acid,55,0,55,True
tigecycline,7,4,11,True
tildipirosin,7,4,11,True
tiletamine,15,20,35,True
tilmicosin,5,5,10,True
tiludronic acid,33,5,38,True
timepidium,5,14,19,True
timolol,72,5,77,True
tinidazole,34,15,49,True
tinoridine,24,29,53,True
tioclomarol,11,39,50,True
tioconazole,0,2,2,True
tioguanine,1,12,13,True
tiopronin,0,33,33,True
tiotropium,34,22,56,True
tipifarnib,1,1,2,True
tipiracil,0,3,3,True
tipranavir,13,44,57,True
tiracizine,3,2,5,True
tirapazamine,1,2,3,True
tiratricol,4,21,25,True
tirofiban,34,7,41,True
tisopurine,0,3,3,True
tivozanib,8,14,22,True
tixocortol,1,68,69,True
tizanidine,3,67,70,True
tnp-470,1,3,4,True
tobramycin,13,24,37,True
tocainide,21,1,22,True
tocladesine,0,1,1,True
tocopherylquinone,21,14,35,True
tocotrienol,0,1,1,True
tofacitinib,12,30,42,True
tofogliflozin,2,21,23,True
tolazamide,26,45,71,True
tolazoline,16,12,28,True
tolbutamide,42,22,64,True
tolcapone,41,35,76,True
tolfenamic acid,4,48,52,True
tolmetin,15,44,59,True
tolonidine,14,14,28,True
toloxatone,36,26,62,True
tolperisone,32,6,38,True
tolterodine,26,50,76,True
tolvaptan,40,11,51,True
topiramate,34,29,63,True
topiroxostat,13,39,52,True
topotecan,13,33,46,True
torasemide,30,41,71,True
toremifene,2,27,29,True
tovorafenib,0,16,16,True
toyocamycin,0,2,2,True
trabectedin,15,26,41,True
tramadol,15,60,75,True
tramazoline,11,15,26,True
trametinib,14,14,28,True
tramiprosate,10,25,35,True
trandolapril,4,23,27,True
trandolaprilat,15,0,15,True
tranexamic acid,0,2,2,True
tranilast,21,24,45,True
trans-2-hydroxycinnamic acid,1,6,7,True
transcrocetinate,0,2,2,True
trapidil,6,1,7,True
travoprost,3,2,5,True
trazodone,31,55,86,True
treosulfan,0,2,2,True
treprostinil,24,31,55,True
trestolone,0,19,19,True
trestolone acetate,1,2,3,True
tretamine,13,1,14,True
tretazicar,1,2,3,True
tretoquinol,13,24,37,True
triamcinolone,42,11,53,True
triamterene,43,9,52,True
triaziquone,1,0,1,True
triazolam,51,25,76,True
tricaine,2,31,33,True
trichloroethylene,7,33,40,True
trichostatin a,0,1,1,True
triclabendazole,26,21,47,True
triclofos,0,28,28,True
tridihexethyl,9,11,20,True
triethylenetetramine,9,21,30,True
trifluoperazine,4,70,74,True
trifluperidol,18,5,23,True
triflupromazine,3,44,47,True
trifluridine,7,41,48,True
triflusal,3,17,20,True
triglu-5-formyl-tetrahydrofolate,0,1,1,True
trihexyphenidyl,15,9,24,True
trilaciclib,9,6,15,True
trilostane,19,2,21,True
trimazosin,2,33,35,True
trimebutine,33,33,66,True
trimethadione,40,23,63,True
trimethaphan,44,5,49,True
trimethobenzamide,17,5,22,True
trimetrexate,16,14,30,True
trimipramine,0,89,89,True
trioxsalen,1,0,1,True
tripamide,11,32,43,True
tripelennamine,4,5,9,True
triprolidine,32,3,35,True
triptolide,6,0,6,True
triptorelin,2,17,19,True
trofinetide,11,1,12,True
trofosfamide,3,5,8,True
trolamine,10,2,12,True
troleandomycin,14,20,34,True
trolnitrate,3,0,3,True
tropatepine,17,8,25,True
tropicamide,9,0,9,True
tropisetron,2,56,58,True
trospium,13,16,29,True
trovafloxacin,8,27,35,True
troxacitabine,1,0,1,True
troxerutin,16,13,29,True
tubercidin,0,1,1,True
tubocurarine,33,13,46,True
tucaresol,0,1,1,True
tucatinib,10,19,29,True
tucidinostat,3,7,10,True
tulathromycin a,0,1,1,True
tulobuterol,2,27,29,True
tylosin,1,4,5,True
tylvalosin,2,4,6,True
tyramine,29,8,37,True
ubenimex,0,1,1,True
ubidecarenone,4,0,4,True
ubrogepant,19,2,21,True
udenafil,21,10,31,True
ularitide,20,9,29,True
ulipristal,19,2,21,True
ulobetasol,4,3,7,True
umbralisib,8,3,11,True
umeclidinium,31,11,42,True
umifenovir,5,1,6,True
unoprostone,2,11,13,True
upadacitinib,4,9,13,True
uracil,1,1,2,True
uracil mustard,5,1,6,True
urapidil,41,13,54,True
urethane,20,9,29,True
uric acid,11,6,17,True
vabicaserin,18,16,34,True
vaborbactam,20,8,28,True
vadadustat,31,11,42,True
vadimezan,1,10,11,True
valaciclovir,24,5,29,True
valbenazine,27,19,46,True
valdecoxib,45,33,78,True
valganciclovir,9,34,43,True
valinomycin,6,2,8,True
valnoctamide,16,14,30,True
valomaciclovir,15,1,16,True
valproate bismuth,29,29,58,True
valpromide,24,10,34,True
valrubicin,0,2,2,True
valsartan,49,0,49,True
valspodar,0,14,14,True
vamorolone,0,43,43,True
vancomycin,19,10,29,True
vandetanib,10,29,39,True
vanoxerine,1,3,4,True
vardenafil,11,27,38,True
varenicline,29,5,34,True
vatalanib,0,1,1,True
vecuronium,51,0,51,True
velpatasvir,20,7,27,True
vemurafenib,49,7,56,True
venetoclax,18,23,41,True
venlafaxine,32,38,70,True
veralipride,15,20,35,True
vericiguat,6,9,15,True
verinurad,0,1,1,True
vernakalant,7,23,30,True
vesnarinone,0,1,1,True
vibegron,9,0,9,True
vicriviroc,19,5,24,True
vigabatrin,9,23,32,True
vilanterol,56,11,67,True
vilazodone,20,42,62,True
vildagliptin,12,17,29,True
viloxazine,5,78,83,True
vinbarbital,13,20,33,True
vinblastine,23,13,36,True
vincamine,9,24,33,True
vincristine,24,25,49,True
vindesine,25,9,34,True
vinflunine,10,9,19,True
vinorelbine,37,11,48,True
vinpocetine,53,8,61,True
vintafolide,2,3,5,True
vinyl ether,7,18,25,True
vinylbital,24,8,32,True
viomycin,10,3,13,True
vismodegib,5,2,7,True
vitamin a,1,1,2,True
voclosporin,25,2,27,True
voglibose,21,4,25,True
volasertib,0,1,1,True
vonoprazan,14,0,14,True
vorapaxar,1,43,44,True
vorasidenib,9,12,21,True
voriconazole,40,1,41,True
vorinostat,4,30,34,True
vortioxetine,5,85,90,True
vosaroxin,0,2,2,True
voxelotor,26,8,34,True
voxilaprevir,20,11,31,True
win 55212-2,56,12,68,True
wortmannin,20,24,44,True
xamoterol,33,4,37,True
xanomeline,16,4,20,True
xanthine,17,12,29,True
xenon,22,6,28,True
ximelagatran,2,30,32,True
xipamide,25,17,42,True
xylazine,54,4,58,True
xylometazoline,28,5,33,True
yohimbine,47,2,49,True
zafirlukast,0,20,20,True
zalcitabine,0,4,4,True
zaleplon,57,20,77,True
zaltoprofen,38,30,68,True
zanamivir,31,0,31,True
zanubrutinib,10,14,24,True
zavegepant,4,1,5,True
zelavespib,0,1,1,True
zeranol,5,2,7,True
zidovudine,30,16,46,True
zileuton,11,10,21,True
zilucoplan,13,5,18,True
zimelidine,26,33,59,True
zinc,2,1,3,True
zinc cation,2,0,2,True
zinc oxide,0,2,2,True
zinc substituted heme c,1,1,2,True
ziprasidone,50,49,99,True
zofenopril,27,10,37,True
zolazepam,24,3,27,True
"zoledronate d,l-lysine monohydrate",1,16,17,True
zolmitriptan,12,48,60,True
zolpidem,3,50,53,True
zomepirac,0,60,60,True
zonisamide,16,67,83,True
zorubicin,2,0,2,True
zosuquidar,5,2,7,True
zotepine,34,6,40,True
zuranolone,27,11,38,True
