DrugID,DrugName,CID,ConnectivitySMILES,MolecularWeight,XLogP,TPSA,HBondDonorCount,HBondAcceptorCount,RotatableBondCount,Source,PubChemStatus
1454,Glyburide,3488.0,COC1=C(C=C(C=C1)Cl)C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC3CCCCC3,494.0,4.8,122.0,3.0,5.0,8.0,PubChem,Available
1455,Glycerin,753.0,C(C(CO)O)O,92.09,-1.8,60.7,3.0,3.0,2.0,PubChem,Available
1456,Glycerol phenylbutyrate,10482134.0,C1=CC=C(C=C1)CCCC(=O)OCC(COC(=O)CCCC2=CC=CC=C2)OC(=O)CCCC3=CC=CC=C3,530.6,6.7,78.9,0.0,6.0,20.0,PubChem,Available
1457,Glycochenodeoxycholic Acid,12544.0,CC(CCC(=O)NCC(=O)O)C1CCC2C1(CCC3C2C(CC4C3(CCC(C4)O)C)O)C,449.6,4.3,107.0,4.0,5.0,6.0,PubChem,Available
1458,Glycol salicylate,6880.0,C1=CC=C(C(=C1)C(=O)OCCO)O,182.17,1.9,66.8,2.0,4.0,4.0,PubChem,Available
1459,Glycopyrronium,3494.0,C[N+]1(CCC(C1)OC(=O)C(C2CCCC2)(C3=CC=CC=C3)O)C,318.4,3.1,46.5,1.0,3.0,5.0,PubChem,Available
1460,Glycyrrhizic acid,14982.0,CC1(C2CCC3(C(C2(CCC1OC4C(C(C(C(O4)C(=O)O)O)O)OC5C(C(C(C(O5)C(=O)O)O)O)O)C)C(=O)C=C6C3(CCC7(C6CC(CC7)(C)C(=O)O)C)C)C)C,822.9,3.7,267.0,8.0,16.0,7.0,PubChem,Available
1461,Glymidine,9565.0,COCCOC1=CN=C(N=C1)NS(=O)(=O)C2=CC=CC=C2,309.34,0.9,98.8,1.0,7.0,7.0,PubChem,Available
1462,Goserelin,5311128.0,CC(C)CC(C(=O)NC(CCCN=C(N)N)C(=O)N1CCCC1C(=O)NNC(=O)N)NC(=O)C(COC(C)(C)C)NC(=O)C(CC2=CC=C(C=C2)O)NC(=O)C(CO)NC(=O)C(CC3=CNC4=CC=CC=C43)NC(=O)C(CC5=CN=CN5)NC(=O)C6CCC(=O)N6,1269.4,-1.5,496.0,17.0,16.0,32.0,PubChem,Available
1463,Gosogliptin,11516136.0,C1CN(CC1(F)F)C(=O)C2CC(CN2)N3CCN(CC3)C4=NC=CC=N4,366.4,0.6,64.6,1.0,8.0,3.0,PubChem,Available
1464,Gramicidin D,45267103.0,CC(C)CC(C(=O)NC(C)C(=O)NC(C(C)C)C(=O)NC(C(C)C)C(=O)NC(C(C)C)C(=O)NC(CC1=CNC2=CC=CC=C21)C(=O)NC(CC(C)C)C(=O)NC(CC3=CNC4=CC=CC=C43)C(=O)NC(CC(C)C)C(=O)NC(CC5=CNC6=CC=CC=C65)C(=O)NC(CC(C)C)C(=O)NC(CC7=CNC8=CC=CC=C87)C(=O)NCCO)NC(=O)CNC(=O)C(C(C)C)NC=O,1811.2,10.9,520.0,20.0,16.0,50.0,PubChem,Available
1465,Granisetron,5284566.0,CN1C2CCCC1CC(C2)NC(=O)C3=NN(C4=CC=CC=C43)C,312.4,2.8,50.2,1.0,3.0,2.0,PubChem,Available
1466,Grapiprant,11677589.0,CCC1=NC2=C(N1C3=CC=C(C=C3)CCNC(=O)NS(=O)(=O)C4=CC=C(C=C4)C)C=C(N=C2C)C,491.6,4.6,114.0,2.0,5.0,7.0,PubChem,Available
1467,Grazoprevir,44603531.0,CC(C)(C)C1C(=O)N2CC(CC2C(=O)NC3(CC3C=C)C(=O)NS(=O)(=O)C4CC4)OC5=NC6=C(C=CC(=C6)OC)N=C5CCCCCC7CC7OC(=O)N1,766.9,4.7,204.0,3.0,11.0,8.0,PubChem,Available
1468,Grepafloxacin,72474.0,CC1CN(CCN1)C2=C(C(=C3C(=C2)N(C=C(C3=O)C(=O)O)C4CC4)C)F,359.4,-0.2,72.9,2.0,7.0,3.0,PubChem,Available
1469,Griseofulvin,441140.0,CC1CC(=O)C=C(C12C(=O)C3=C(O2)C(=C(C=C3OC)OC)Cl)OC,352.8,2.2,71.1,0.0,6.0,3.0,PubChem,Available
1470,Guacetisal,68749.0,CC(=O)OC1=CC=CC=C1C(=O)OC2=CC=CC=C2OC,286.28,2.9,61.8,0.0,5.0,6.0,PubChem,Available
1471,Guadecitabine,135564655.0,C1C(C(OC1N2C=NC3=C2N=C(NC3=O)N)COP(=O)(O)OC4CC(OC4CO)N5C=NC(=NC5=O)N)O,557.4,-4.6,271.0,6.0,12.0,8.0,PubChem,Available
1472,Guanabenz,5702063.0,C1=CC(=C(C(=C1)Cl)C=NN=C(N)N)Cl,231.08,1.7,76.8,2.0,2.0,2.0,PubChem,Available
1473,Guanadrel,38521.0,C1CCC2(CC1)OCC(O2)CN=C(N)N,213.28,0.0,82.9,2.0,3.0,2.0,PubChem,Available
1474,Guanazodine,36054.0,C1CCCNC(CC1)CN=C(N)N,184.28,0.1,76.4,3.0,2.0,2.0,PubChem,Available
1475,Guanethidine,3518.0,C1CCCN(CCC1)CCN=C(N)N,198.31,0.5,67.6,2.0,2.0,3.0,PubChem,Available
1476,Guanfacine,3519.0,C1=CC(=C(C(=C1)Cl)CC(=O)N=C(N)N)Cl,246.09,2.0,81.5,2.0,1.0,2.0,PubChem,Available
1477,Guanidine,3520.0,C(=N)(N)N,59.07,-1.3,75.9,3.0,1.0,0.0,PubChem,Available
1478,Guanine,135398634.0,C1=NC2=C(N1)C(=O)NC(=N2)N,151.13,-1.1,96.2,3.0,3.0,0.0,PubChem,Available
1479,Guanoclor,71835.0,C1=CC(=C(C(=C1)Cl)OCCNN=C(N)N)Cl,263.12,2.1,85.7,3.0,3.0,5.0,PubChem,Available
1480,Guanoxabenz,9567831.0,C1=CC(=C(C(=C1)Cl)C=NN=C(N)NO)Cl,247.08,1.6,83.0,3.0,3.0,3.0,PubChem,Available
1481,Guanoxan,16564.0,C1C(OC2=CC=CC=C2O1)CN=C(N)N,207.23,0.2,82.9,2.0,3.0,2.0,PubChem,Available
1482,HE3286,16739648.0,CC12CCC(CC1=CC(C3C2CCC4(C3CCC4(C#C)O)C)O)O,330.5,2.2,60.7,3.0,3.0,1.0,PubChem,Available
1483,Hadacidin,12717.0,C(C(=O)O)N(C=O)O,119.08,-1.2,77.8,2.0,4.0,2.0,PubChem,Available
1484,Halazepam,31640.0,C1C(=O)N(C2=C(C=C(C=C2)Cl)C(=N1)C3=CC=CC=C3)CC(F)(F)F,352.7,4.0,32.7,0.0,5.0,2.0,PubChem,Available
1485,Halcinonide,443943.0,CC1(OC2CC3C4CCC5=CC(=O)CCC5(C4(C(CC3(C2(O1)C(=O)CCl)C)O)F)C)C,455.0,3.6,72.8,1.0,6.0,2.0,PubChem,Available
1486,Halofantrine,37393.0,CCCCN(CCCC)CCC(C1=C2C=CC(=CC2=C3C=C(C=C(C3=C1)Cl)Cl)C(F)(F)F)O,500.4,8.6,23.5,1.0,5.0,10.0,PubChem,Available
1487,Halofuginone,456390.0,C1CC(C(NC1)CC(=O)CN2C=NC3=CC(=C(C=C3C2=O)Cl)Br)O,414.7,1.4,82.0,2.0,5.0,4.0,PubChem,Available
1488,Halometasone,9846332.0,CC1CC2C3CC(C4=CC(=O)C(=CC4(C3(C(CC2(C1(C(=O)CO)O)C)O)F)C)Cl)F,444.9,2.6,94.8,3.0,7.0,2.0,PubChem,Available
1489,Haloperidol,3559.0,C1CN(CCC1(C2=CC=C(C=C2)Cl)O)CCCC(=O)C3=CC=C(C=C3)F,375.9,3.2,40.5,1.0,4.0,6.0,PubChem,Available
1490,Halothane,3562.0,C(C(F)(F)F)(Cl)Br,197.38,2.3,0.0,0.0,3.0,0.0,PubChem,Available
1491,Haloxon,9454.0,CC1=C(C(=O)OC2=C1C=CC(=C2)OP(=O)(OCCCl)OCCCl)Cl,415.6,3.3,71.1,0.0,6.0,8.0,PubChem,Available
1492,Harmaline,3564.0,CC1=NCCC2=C1NC3=C2C=CC(=C3)OC,214.26,2.1,37.4,1.0,2.0,1.0,PubChem,Available
1493,Heptabarbital,10518.0,CCC1(C(=O)NC(=O)NC1=O)C2=CCCCCC2,250.29,2.0,75.3,2.0,3.0,2.0,PubChem,Available
1494,Hesperetin,72281.0,COC1=C(C=C(C=C1)C2CC(=O)C3=C(C=C(C=C3O2)O)O)O,302.28,2.4,96.2,3.0,6.0,2.0,PubChem,Available
1495,Hetacillin,443387.0,CC1(C(N2C(S1)C(C2=O)N3C(=O)C(NC3(C)C)C4=CC=CC=C4)C(=O)O)C,389.5,-0.6,115.0,2.0,6.0,3.0,PubChem,Available
1496,Hexafluronium,3601.0,C[N+](C)(CCCCCC[N+](C)(C)C1C2=CC=CC=C2C3=CC=CC=C13)C4C5=CC=CC=C5C6=CC=CC=C46,502.7,7.6,0.0,0.0,0.0,9.0,PubChem,Available
1497,Hexamethonium,3604.0,C[N+](C)(C)CCCCCC[N+](C)(C)C,202.38,1.8,0.0,0.0,0.0,7.0,PubChem,Available
1498,Hexaminolevulinate,6433083.0,CCCCCCOC(=O)CCC(=O)CN,215.29,1.1,69.4,1.0,4.0,10.0,PubChem,Available
1499,Hexapropymate,9661.0,C#CCC1(CCCCC1)OC(=O)N,181.23,1.7,52.3,1.0,2.0,3.0,PubChem,Available
1500,Hexestrol,192197.0,CCC(C1=CC=C(C=C1)O)C(CC)C2=CC=C(C=C2)O,270.4,5.2,40.5,2.0,2.0,5.0,PubChem,Available
1501,Hexobarbital,3608.0,CC1(C(=O)NC(=O)N(C1=O)C)C2=CCCCC2,236.27,1.5,66.5,1.0,3.0,1.0,PubChem,Available
1502,Hexocyclium,24199.0,C[N+]1(CCN(CC1)CC(C2CCCCC2)(C3=CC=CC=C3)O)C,317.5,3.1,23.5,1.0,2.0,4.0,PubChem,Available
1503,Hexoprenaline,3609.0,C1=CC(=C(C=C1C(CNCCCCCCNCC(C2=CC(=C(C=C2)O)O)O)O)O)O,420.5,1.1,145.0,8.0,8.0,13.0,PubChem,Available
1504,Higenamine,114840.0,C1CNC(C2=CC(=C(C=C21)O)O)CC3=CC=C(C=C3)O,271.31,2.2,72.7,4.0,4.0,2.0,PubChem,Available
1505,Histamine,774.0,C1=C(NC=N1)CCN,111.15,-0.7,54.7,2.0,2.0,2.0,PubChem,Available
1506,Histapyrrodine,68122.0,C1CCN(C1)CCN(CC2=CC=CC=C2)C3=CC=CC=C3,280.4,4.1,6.5,0.0,2.0,6.0,PubChem,Available
1507,Histrelin,25077993.0,CCNC(=O)C1CCCN1C(=O)C(CCCN=C(N)N)NC(=O)C(CC(C)C)NC(=O)C(CC2=CN(C=N2)CC3=CC=CC=C3)NC(=O)C(CC4=CC=C(C=C4)O)NC(=O)C(CO)NC(=O)C(CC5=CNC6=CC=CC=C65)NC(=O)C(CC7=CN=CN7)NC(=O)C8CCC(=O)N8,1323.5,0.7,449.0,15.0,15.0,34.0,PubChem,Available
1508,Homatropine,5282593.0,CN1C2CCC1CC(C2)OC(=O)C(C3=CC=CC=C3)O,275.34,1.9,49.8,1.0,4.0,4.0,PubChem,Available
1509,Homatropine methylbromide,6646.0,C[N+]1(C2CCC1CC(C2)OC(=O)C(C3=CC=CC=C3)O)C.[Br-],370.3,,46.5,1.0,4.0,4.0,PubChem,Available
1510,Huperzine A,854026.0,CC=C1C2CC3=C(C1(CC(=C2)C)N)C=CC(=O)N3,242.32,0.0,55.1,2.0,2.0,0.0,PubChem,Available
1511,Hydracarbazine,71653.0,C1=CC(=NN=C1C(=O)N)NN,153.14,-1.4,107.0,3.0,5.0,2.0,PubChem,Available
1512,Hydralazine,3637.0,C1=CC=C2C(=C1)C=NN=C2NN,160.18,0.7,63.8,2.0,4.0,1.0,PubChem,Available
1513,Hydrochlorothiazide,3639.0,C1NC2=CC(=C(C=C2S(=O)(=O)N1)S(=O)(=O)N)Cl,297.7,-0.1,135.0,3.0,7.0,1.0,PubChem,Available
1514,Hydrocodone,5284569.0,CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(=O)CC4,299.4,2.2,38.8,0.0,4.0,1.0,PubChem,Available
1515,Hydrocortamate,84088.0,CCN(CC)CC(=O)OCC(=O)C1(CCC2C1(CC(C3C2CCC4=CC(=O)CCC34C)O)C)O,475.6,3.1,104.0,2.0,7.0,8.0,PubChem,Available
1516,Hydrocortisone,5754.0,CC12CCC(=O)C=C1CCC3C2C(CC4(C3CCC4(C(=O)CO)O)C)O,362.5,1.6,94.8,3.0,5.0,2.0,PubChem,Available
1517,Hydrocortisone aceponate,68921.0,CCC(=O)OC1(CCC2C1(CC(C3C2CCC4=CC(=O)CCC34C)O)C)C(=O)COC(=O)C,460.6,3.3,107.0,1.0,7.0,7.0,PubChem,Available
1518,Hydrocortisone acetate,5744.0,CC(=O)OCC(=O)C1(CCC2C1(CC(C3C2CCC4=CC(=O)CCC34C)O)C)O,404.5,2.2,101.0,2.0,6.0,4.0,PubChem,Available
1519,Hydrocortisone butyrate,26133.0,CCCC(=O)OC1(CCC2C1(CC(C3C2CCC4=CC(=O)CCC34C)O)C)C(=O)CO,432.5,3.2,101.0,2.0,6.0,6.0,PubChem,Available
1520,Hydrocortisone cypionate,223253.0,CC12CCC(=O)C=C1CCC3C2C(CC4(C3CCC4(C(=O)COC(=O)CCC5CCCC5)O)C)O,486.6,4.7,101.0,2.0,6.0,7.0,PubChem,Available
1521,Hydrocortisone phosphate,441407.0,CC12CCC(=O)C=C1CCC3C2C(CC4(C3CCC4(C(=O)COP(=O)(O)O)O)C)O,442.4,0.0,141.0,4.0,8.0,4.0,PubChem,Available
1522,Hydrocortisone probutate,636398.0,CCCC(=O)OC1(CCC2C1(CC(C3C2CCC4=CC(=O)CCC34C)O)C)C(=O)COC(=O)CC,488.6,4.2,107.0,1.0,7.0,9.0,PubChem,Available
1523,Hydrocortisone succinate,16623.0,CC12CCC(=O)C=C1CCC3C2C(CC4(C3CCC4(C(=O)COC(=O)CCC(=O)O)O)C)O,462.5,1.8,138.0,3.0,8.0,7.0,PubChem,Available
1524,Hydrocortisone valerate,5282494.0,CCCCC(=O)OC1(CCC2C1(CC(C3C2CCC4=CC(=O)CCC34C)O)C)C(=O)CO,446.6,3.8,101.0,2.0,6.0,7.0,PubChem,Available
1525,Hydroflumethiazide,3647.0,C1NC2=C(C=C(C(=C2)C(F)(F)F)S(=O)(=O)N)S(=O)(=O)N1,331.3,0.4,135.0,3.0,10.0,1.0,PubChem,Available
1526,Hydrogen iodide,24841.0,I,127.9124,0.9,0.0,1.0,0.0,0.0,PubChem,Available
1527,Hydrogen peroxide,784.0,OO,34.015,-0.9,40.5,2.0,2.0,0.0,PubChem,Available
1528,Hydrolyzed Cephalothin,,,,,,,,,,Unresolved
1529,Hydromorphone,5284570.0,CN1CCC23C4C1CC5=C2C(=C(C=C5)O)OC3C(=O)CC4,285.34,1.8,49.8,1.0,4.0,0.0,PubChem,Available
1530,Hydroquinidine,91503.0,CCC1CN2CCC1CC2C(C3=C4C=C(C=CC4=NC=C3)OC)O,326.4,3.1,45.6,1.0,4.0,4.0,PubChem,Available
1531,Hydroxocobalamin,44475014.0,CC1=CC2=C(C=C1C)N(C=N2)C3C(C(C(O3)CO)OP(=O)([O-])OC(C)CNC(=O)CCC4(C(C5C6(C(C(C(=N6)C(=C7C(C(C(=N7)C=C8C(C(C(=N8)C(=C4[N-]5)C)CCC(=O)N)(C)C)CCC(=O)N)(C)CC(=O)N)C)CCC(=O)N)(C)CC(=O)N)C)CC(=O)N)C)O.[OH-].[Co+3],1346.4,,453.0,10.0,20.0,26.0,PubChem,Available
1532,Hydroxyamphetamine,3651.0,CC(CC1=CC=C(C=C1)O)N,151.21,1.4,46.3,2.0,2.0,2.0,PubChem-Recovered,Available
1533,Hydroxychloroquine,3652.0,CCN(CCCC(C)NC1=C2C=CC(=CC2=NC=C1)Cl)CCO,335.9,3.6,48.4,2.0,4.0,9.0,PubChem,Available
1534,Hydroxyfasudil,3064778.0,C1CNCCN(C1)S(=O)(=O)C2=CC=CC3=C2C=CNC3=O,307.37,0.2,86.9,2.0,5.0,2.0,PubChem,Available
1535,Hydroxyprogesterone,6238.0,CC(=O)C1(CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C)O,330.5,3.2,54.4,1.0,3.0,1.0,PubChem,Available
1536,Hydroxyprogesterone caproate,169870.0,CCCCCC(=O)OC1(CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C)C(=O)C,428.6,5.7,60.4,0.0,4.0,7.0,PubChem,Available
1537,Hydroxytyrosol,82755.0,C1=CC(=C(C=C1CCO)O)O,154.16,-0.7,60.7,3.0,3.0,2.0,PubChem,Available
1538,Hydroxyurea,3657.0,C(=O)(N)NO,76.055,-1.8,75.4,3.0,2.0,0.0,PubChem,Available
1539,Hydroxyzine,3658.0,C1CN(CCN1CCOCCO)C(C2=CC=CC=C2)C3=CC=C(C=C3)Cl,374.9,3.7,35.9,1.0,4.0,8.0,PubChem,Available
1540,Hygromycin B,56928061.0,CNC1CC(C(C(C1O)OC2C3C(C(C(O2)CO)O)OC4(O3)C(C(C(C(O4)C(CO)N)O)O)O)O)N,527.5,-6.6,272.0,11.0,16.0,6.0,PubChem,Available
1541,Hymecromone,5280567.0,CC1=CC(=O)OC2=C1C=CC(=C2)O,176.17,1.9,46.5,1.0,3.0,0.0,PubChem,Available
1542,Hyodeoxycholic Acid,5283820.0,CC(CCC(=O)O)C1CCC2C1(CCC3C2CC(C4C3(CCC(C4)O)C)O)C,392.6,4.9,77.8,3.0,4.0,4.0,PubChem,Available
1543,Hyperforin,441298.0,CC(C)C(=O)C12C(=O)C(=C(C(C1=O)(CC(C2(C)CCC=C(C)C)CC=C(C)C)CC=C(C)C)O)CC=C(C)C,536.8,9.6,71.4,1.0,4.0,11.0,PubChem,Available
1544,Hypericin,3663.0,CC1=CC(=O)C2=C(C3=C(C=C(C4=C3C5=C2C1=C6C(=CC(=O)C7=C(C8=C(C=C(C4=C8C5=C67)O)O)O)C)O)O)O,504.4,5.7,156.0,6.0,8.0,0.0,PubChem,Available
1545,Hypoxanthine,135398638.0,C1=NC2=C(N1)C(=O)NC=N2,136.11,-0.5,70.1,2.0,3.0,0.0,PubChem,Available
1546,Ibandronate,60852.0,CCCCCN(C)CCC(O)(P(=O)(O)O)P(=O)(O)O,319.23,-4.1,139.0,5.0,8.0,9.0,PubChem,Available
1547,Ibipinabant,9826744.0,CN=C(NS(=O)(=O)C1=CC=C(C=C1)Cl)N2CC(C(=N2)C3=CC=C(C=C3)Cl)C4=CC=CC=C4,487.4,5.3,82.5,1.0,4.0,6.0,PubChem,Available
1548,Ibopamine,68555.0,CC(C)C(=O)OC1=C(C=C(C=C1)CCNC)OC(=O)C(C)C,307.4,2.9,64.6,1.0,5.0,9.0,PubChem,Available
1549,Ibrexafungerp,46871657.0,CC(C)C(C)C1(CCC2(C3CCC4C5(COCC4(C3=CCC2(C1C(=O)O)C)CC(C5OCC(C)(C(C)(C)C)N)N6C(=NC=N6)C7=CC=NC=C7)C)C)C,730.0,5.8,125.0,2.0,8.0,9.0,PubChem,Available
1550,Ibrutinib,24821094.0,C=CC(=O)N1CCCC(C1)N2C3=NC=NC(=C3C(=N2)C4=CC=C(C=C4)OC5=CC=CC=C5)N,440.5,3.6,99.2,1.0,6.0,5.0,PubChem,Available
1551,Ibudilast,3671.0,CC(C)C1=NN2C=CC=CC2=C1C(=O)C(C)C,230.31,3.0,34.4,0.0,2.0,3.0,PubChem,Available
1552,Ibuproxam,68704.0,CC(C)CC1=CC=C(C=C1)C(C)C(=O)NO,221.29,2.8,49.3,2.0,2.0,4.0,PubChem,Available
1553,Ibutilide,60753.0,CCCCCCCN(CC)CCCC(C1=CC=C(C=C1)NS(=O)(=O)C)O,384.6,4.0,78.0,2.0,5.0,14.0,PubChem,Available
1554,Icosapent,446284.0,CCC=CCC=CCC=CCC=CCC=CCCCC(=O)O,302.5,5.6,37.3,1.0,2.0,13.0,PubChem,Available
1555,Icosapent ethyl,9831415.0,CCC=CCC=CCC=CCC=CCC=CCCCC(=O)OCC,330.5,6.3,26.3,0.0,2.0,15.0,PubChem,Available
1556,Icotinib,22024915.0,C#CC1=CC(=CC=C1)NC2=NC=NC3=CC4=C(C=C32)OCCOCCOCCO4,391.4,3.1,74.7,1.0,7.0,3.0,PubChem,Available
1557,Idalopirdine,21071390.0,C1=CC(=CC(=C1)OCC(C(F)F)(F)F)CNCCC2=CNC3=C2C=CC(=C3)F,398.4,5.0,37.1,2.0,7.0,9.0,PubChem,Available
1558,Idarubicin,42890.0,CC1C(C(CC(O1)OC2CC(CC3=C2C(=C4C(=C3O)C(=O)C5=CC=CC=C5C4=O)O)(C(=O)C)O)N)O,497.5,1.9,177.0,5.0,10.0,3.0,PubChem,Available
1559,Idazoxan,54459.0,C1CN=C(N1)C2COC3=CC=CC=C3O2,204.22,0.7,42.9,1.0,3.0,1.0,PubChem,Available
1560,Idebenone,3686.0,CC1=C(C(=O)C(=C(C1=O)OC)OC)CCCCCCCCCCO,338.4,4.3,72.8,1.0,5.0,12.0,PubChem,Available
1561,Idelalisib,11625818.0,CCC(C1=NC2=C(C(=CC=C2)F)C(=O)N1C3=CC=CC=C3)NC4=NC=NC5=C4NC=N5,415.4,3.7,99.2,2.0,7.0,5.0,PubChem,Available
1562,Idraparinux,3083445.0,COC1C(OC(C(C1OC)OC)OC2C(C(C(OC2C(=O)O)OC3C(OC(C(C3OS(=O)(=O)O)OS(=O)(=O)O)OC4C(C(C(OC4C(=O)O)OC5C(OC(C(C5OS(=O)(=O)O)OS(=O)(=O)O)OC)COS(=O)(=O)O)OC)OC)COS(=O)(=O)O)OC)OC)COS(=O)(=O)O,1529.4,-9.6,735.0,9.0,49.0,35.0,PubChem,Available
1563,Ifenprodil,3689.0,CC(C(C1=CC=C(C=C1)O)O)N2CCC(CC2)CC3=CC=CC=C3,325.4,3.9,43.7,2.0,3.0,5.0,PubChem,Available
1564,Iferanserin,6445539.0,CN1CCCCC1CCC2=CC=CC=C2NC(=O)C=CC3=CC=CC=C3,348.5,4.7,32.3,1.0,2.0,6.0,PubChem,Available
1565,Ifetroban,3037233.0,CCCCCNC(=O)C1=COC(=N1)C2C3CCC(C2CC4=CC=CC=C4CCC(=O)O)O3,440.5,4.0,102.0,2.0,6.0,11.0,PubChem,Available
1566,Ifosfamide,3690.0,C1CN(P(=O)(OC1)NCCCl)CCCl,261.08,0.9,41.6,1.0,4.0,5.0,PubChem,Available
1567,Ilaprazole,214351.0,CC1=C(C=CN=C1CS(=O)C2=NC3=C(N2)C=C(C=C3)N4C=CC=C4)OC,366.4,2.3,92.0,1.0,5.0,5.0,PubChem,Available
1568,Iloperidone,71360.0,CC(=O)C1=CC(=C(C=C1)OCCCN2CCC(CC2)C3=NOC4=C3C=CC(=C4)F)OC,426.5,4.1,64.8,0.0,7.0,8.0,PubChem,Available
1569,Iloprost,5311181.0,CC#CCC(C)C(C=CC1C(CC2C1CC(=CCCCC(=O)O)C2)O)O,360.5,2.8,77.8,3.0,4.0,8.0,PubChem,Available
1570,Ilorasertib,46207586.0,C1=CC(=CC(=C1)F)NC(=O)NC2=CC=C(C=C2)C3=CSC4=C3C(=NC=C4C5=CN(N=C5)CCO)N,488.5,3.0,146.0,4.0,7.0,6.0,PubChem,Available
1571,Imagabalin,10236037.0,CCCC(C)CC(CC(=O)O)N,173.25,-0.7,63.3,2.0,3.0,6.0,PubChem,Available
1572,Imatinib,5291.0,CC1=C(C=C(C=C1)NC(=O)C2=CC=C(C=C2)CN3CCN(CC3)C)NC4=NC=CC(=N4)C5=CN=CC=C5,493.6,3.5,86.3,2.0,7.0,7.0,PubChem,Available
1573,Imetelstat,72941969.0,CCCCCCCCCCCCCCCC(=O)NCC(COP(=S)(O)OCC1C(CC(O1)N2C=C(C(=O)NC2=O)C)NP(=S)(O)OCC3C(CC(O3)N4C=NC5=C(N=CN=C54)N)NP(=S)(O)OCC6C(CC(O6)N7C=NC8=C7N=C(NC8=O)N)NP(=S)(O)OCC9C(CC(O9)N1C=NC2=C1N=C(NC2=O)N)NP(=S)(O)OCC1C(CC(O1)N1C=NC2=C1N=C(NC2=O)N)NP(=S)(O)OCC1C(CC(O1)N1C=C(C(=O)NC1=O)C)NP(=S)(O)OCC1C(CC(O1)N1C=C(C(=O)NC1=O)C)NP(=S)(O)OCC1C(CC(O1)N1C=NC2=C(N=CN=C21)N)NP(=S)(O)OCC1C(CC(O1)N1C=NC2=C1N=C(NC2=O)N)NP(=S)(O)OCC1C(CC(O1)N1C=NC2=C(N=CN=C21)N)NP(=S)(O)OCC1C(CC(O1)N1C=CC(=NC1=O)N)NP(=S)(O)OCC1C(CC(O1)N1C=NC2=C(N=CN=C21)N)NP(=S)(O)OCC1C(CC(O1)N1C=NC2=C(N=CN=C21)N)N)O,4610.0,-0.3,2050.0,45.0,107.0,95.0,PubChem,Available
1574,Imidafenacin,6433090.0,CC1=NC=CN1CCC(C2=CC=CC=C2)(C3=CC=CC=C3)C(=O)N,319.4,2.7,60.9,1.0,2.0,6.0,PubChem,Available
1575,Imidapril,5464343.0,CCOC(=O)C(CCC1=CC=CC=C1)NC(C)C(=O)N2C(CN(C2=O)C)C(=O)O,405.4,-0.7,116.0,2.0,7.0,10.0,PubChem,Available
1576,Imidazole salicylate,37425.0,C1=CC=C(C(=C1)C(=O)O)O.C1=CN=CN1,206.2,,86.2,3.0,4.0,1.0,PubChem,Available
1577,Imipenem,104838.0,CC(C1C2CC(=C(N2C1=O)C(=O)O)SCCN=CN)O,299.35,-0.7,142.0,3.0,6.0,6.0,PubChem,Available
1578,Imipramine,3696.0,CN(C)CCCN1C2=CC=CC=C2CCC3=CC=CC=C31,280.4,4.8,6.5,0.0,2.0,4.0,PubChem,Available
1579,Imipramine oxide,65589.0,C[N+](C)(CCCN1C2=CC=CC=C2CCC3=CC=CC=C31)[O-],296.4,4.8,21.3,0.0,2.0,4.0,PubChem,Available
1580,Imiquimod,57469.0,CC(C)CN1C=NC2=C1C3=CC=CC=C3N=C2N,240.3,2.6,56.7,1.0,3.0,2.0,PubChem,Available
1581,Incadronic acid,3699.0,C1CCCC(CC1)NC(P(=O)(O)O)P(=O)(O)O,287.19,-3.5,127.0,5.0,7.0,4.0,PubChem,Available
1582,Indacaterol,6918554.0,CCC1=C(C=C2CC(CC2=C1)NCC(C3=C4C=CC(=O)NC4=C(C=C3)O)O)CC,392.5,3.3,81.6,4.0,4.0,6.0,PubChem,Available
1583,Indalpine,44668.0,C1CNCCC1CCC2=CNC3=CC=CC=C32,228.33,3.3,27.8,2.0,1.0,3.0,PubChem,Available
1584,Indenolol,71955.0,CC(C)NCC(COC1=CC=CC2=C1C=CC2)O,247.33,2.4,41.5,2.0,3.0,6.0,PubChem,Available
1585,Indigotindisulfonic acid,3705.0,C1=CC2=C(C=C1S(=O)(=O)O)C(=C(N2)C3=NC4=C(C3=O)C=C(C=C4)S(=O)(=O)O)O,422.4,0.2,191.0,4.0,9.0,3.0,PubChem,Available
1586,Indinavir,5362440.0,CC(C)(C)NC(=O)C1CN(CCN1CC(CC(CC2=CC=CC=C2)C(=O)NC3C(CC4=CC=CC=C34)O)O)CC5=CN=CC=C5,613.8,2.8,118.0,4.0,7.0,12.0,PubChem,Available
1587,Indiplon,6450813.0,CC(=O)N(C)C1=CC=CC(=C1)C2=CC=NC3=C(C=NN23)C(=O)C4=CC=CS4,376.4,2.3,95.8,0.0,5.0,4.0,PubChem,Available
1588,Indirubin,10177.0,C1=CC=C2C(=C1)C(=C(N2)O)C3=NC4=CC=CC=C4C3=O,262.26,2.7,65.5,2.0,3.0,1.0,PubChem,Available
